worker_id,shift,date,total_items_picked,total_errors,total_items_processed,shift_hours,pick_rate,error_rate
W0130,Evening,2025-04-16,40.0,1,1,0.0,0.0,1.0
W0130,Evening,2025-05-28,3.0,0,1,0.0,0.0,0.0
W0130,Evening,2025-06-03,10.0,0,1,0.0,0.0,0.0
W0130,Morning,2025-01-03,42.0,0,1,0.0,0.0,0.0
W0130,Morning,2025-01-21,8.0,0,1,0.0,0.0,0.0
W0130,Morning,2025-01-30,39.0,1,1,0.0,0.0,1.0
W0130,Morning,2025-02-01,41.0,1,1,0.0,0.0,1.0
W0130,Morning,2025-03-10,47.0,0,1,0.0,0.0,0.0
W0130,Morning,2025-03-18,25.0,0,1,0.0,0.0,0.0
W0130,Morning,2025-03-26,3.0,1,1,0.0,0.0,1.0
W0130,Morning,2025-04-19,44.0,0,1,0.0,0.0,0.0
W0130,Morning,2025-05-04,45.0,0,1,0.0,0.0,0.0
W0130,Morning,2025-05-12,27.0,1,1,0.0,0.0,1.0
W0130,Morning,2025-05-31,39.0,0,1,0.0,0.0,0.0
W0130,Morning,2025-06-27,23.0,0,1,0.0,0.0,0.0
W0130,Night,2025-04-09,36.0,0,1,0.0,0.0,0.0
W0130,Night,2025-05-10,45.0,1,1,0.0,0.0,1.0
W0130,Night,2025-05-15,18.0,0,1,0.0,0.0,0.0
W0130,Night,2025-06-26,30.0,1,1,0.0,0.0,1.0
W0131,Evening,2025-01-26,38.0,0,1,0.0,0.0,0.0
W0131,Evening,2025-04-10,17.0,1,1,14.0,1.2142857142857142,1.0
W0131,Evening,2025-05-02,34.0,1,1,0.0,0.0,1.0
W0131,Evening,2025-05-13,29.0,0,1,0.0,0.0,0.0
W0131,Evening,2025-06-03,49.0,0,1,0.0,0.0,0.0
W0131,Evening,2025-06-08,13.0,0,1,0.0,0.0,0.0
W0131,Evening,2025-06-28,29.0,0,1,0.0,0.0,0.0
W0131,Morning,2025-01-05,9.0,0,1,0.0,0.0,0.0
W0131,Morning,2025-01-12,41.0,0,1,0.0,0.0,0.0
W0131,Morning,2025-02-17,15.0,0,1,0.0,0.0,0.0
W0131,Morning,2025-03-05,15.0,0,1,0.0,0.0,0.0
W0131,Morning,2025-03-15,23.0,0,1,0.0,0.0,0.0
W0131,Morning,2025-03-17,20.0,0,1,0.0,0.0,0.0
W0131,Morning,2025-04-09,22.0,0,1,0.0,0.0,0.0
W0131,Night,2025-01-18,42.0,0,1,0.0,0.0,0.0
W0131,Night,2025-02-27,17.0,0,1,0.0,0.0,0.0
W0131,Night,2025-05-05,16.0,0,1,0.0,0.0,0.0
W0132,Evening,2025-01-25,23.0,0,1,0.0,0.0,0.0
W0132,Evening,2025-03-29,7.0,0,1,0.0,0.0,0.0
W0132,Evening,2025-05-01,17.0,1,1,0.0,0.0,1.0
W0132,Morning,2025-01-08,82.0,0,2,0.0,0.0,0.0
W0132,Morning,2025-01-14,33.0,1,1,9.0,3.6666666666666665,1.0
W0132,Morning,2025-03-19,42.0,0,1,0.0,0.0,0.0
W0132,Morning,2025-04-02,45.0,0,1,0.0,0.0,0.0
W0132,Morning,2025-04-23,31.0,0,1,0.0,0.0,0.0
W0132,Morning,2025-05-09,37.0,0,1,0.0,0.0,0.0
W0132,Morning,2025-05-20,26.0,0,1,0.0,0.0,0.0
W0132,Night,2025-01-20,10.0,0,1,0.0,0.0,0.0
W0132,Night,2025-05-17,27.0,0,1,0.0,0.0,0.0
W0132,Night,2025-05-19,43.0,0,1,0.0,0.0,0.0
W0133,Evening,2025-01-16,5.0,0,1,0.0,0.0,0.0
W0133,Evening,2025-01-20,12.0,0,1,0.0,0.0,0.0
W0133,Evening,2025-02-21,41.0,0,1,0.0,0.0,0.0
W0133,Evening,2025-03-20,42.0,1,1,0.0,0.0,1.0
W0133,Evening,2025-04-14,32.0,0,1,0.0,0.0,0.0
W0133,Evening,2025-05-28,47.0,1,1,0.0,0.0,1.0
W0133,Morning,2025-01-21,14.0,0,1,0.0,0.0,0.0
W0133,Morning,2025-02-20,11.0,1,1,0.0,0.0,1.0
W0133,Morning,2025-05-06,13.0,1,1,0.0,0.0,1.0
W0133,Morning,2025-05-17,49.0,0,1,0.0,0.0,0.0
W0133,Night,2025-01-02,47.0,0,1,0.0,0.0,0.0
W0133,Night,2025-01-16,23.0,0,1,0.0,0.0,0.0
W0133,Night,2025-01-28,19.0,0,1,0.0,0.0,0.0
W0133,Night,2025-04-03,15.0,0,1,0.0,0.0,0.0
W0133,Night,2025-05-12,7.0,0,1,0.0,0.0,0.0
W0133,Night,2025-05-20,22.0,0,1,0.0,0.0,0.0
W0134,Evening,2025-03-19,45.0,0,1,0.0,0.0,0.0
W0134,Evening,2025-04-27,47.0,0,1,0.0,0.0,0.0
W0134,Evening,2025-04-29,5.0,0,1,0.0,0.0,0.0
W0134,Evening,2025-05-25,37.0,0,1,0.0,0.0,0.0
W0134,Evening,2025-06-06,11.0,1,1,0.0,0.0,1.0
W0134,Morning,2025-01-24,27.0,0,1,0.0,0.0,0.0
W0134,Morning,2025-04-20,38.0,0,1,0.0,0.0,0.0
W0134,Morning,2025-05-03,8.0,0,1,0.0,0.0,0.0
W0134,Morning,2025-05-20,38.0,1,1,0.0,0.0,1.0
W0134,Morning,2025-06-05,21.0,0,1,0.0,0.0,0.0
W0134,Morning,2025-06-20,17.0,1,1,0.0,0.0,1.0
W0134,Morning,2025-06-27,18.0,1,1,0.0,0.0,1.0
W0134,Night,2025-01-16,3.0,0,1,0.0,0.0,0.0
W0134,Night,2025-03-04,41.0,0,1,0.0,0.0,0.0
W0134,Night,2025-03-11,49.0,0,1,0.0,0.0,0.0
W0134,Night,2025-04-14,42.0,0,1,0.0,0.0,0.0
W0135,Evening,2025-01-11,20.0,1,1,0.0,0.0,1.0
W0135,Evening,2025-03-03,41.0,0,1,0.0,0.0,0.0
W0135,Evening,2025-05-17,34.0,0,1,0.0,0.0,0.0
W0135,Morning,2025-01-21,11.0,0,1,0.0,0.0,0.0
W0135,Morning,2025-02-22,1.0,0,1,0.0,0.0,0.0
W0135,Morning,2025-03-06,9.0,0,1,0.0,0.0,0.0
W0135,Morning,2025-03-11,29.0,0,1,0.0,0.0,0.0
W0135,Morning,2025-04-17,9.0,0,1,0.0,0.0,0.0
W0135,Morning,2025-05-14,25.0,0,1,0.0,0.0,0.0
W0135,Morning,2025-05-25,11.0,0,1,0.0,0.0,0.0
W0135,Morning,2025-06-20,10.0,0,1,0.0,0.0,0.0
W0135,Night,2025-02-10,25.0,0,1,0.0,0.0,0.0
W0135,Night,2025-04-28,24.0,0,1,0.0,0.0,0.0
W0136,Evening,2025-04-02,14.0,0,1,10.0,1.4,0.0
W0136,Evening,2025-05-11,9.0,1,1,0.0,0.0,1.0
W0136,Morning,2025-02-22,42.0,0,1,0.0,0.0,0.0
W0136,Morning,2025-02-24,13.0,0,1,0.0,0.0,0.0
W0136,Morning,2025-03-11,18.0,1,1,0.0,0.0,1.0
W0136,Morning,2025-03-25,38.0,0,1,0.0,0.0,0.0
W0136,Morning,2025-04-15,26.0,1,1,0.0,0.0,1.0
W0136,Morning,2025-04-19,16.0,0,1,0.0,0.0,0.0
W0136,Morning,2025-05-01,4.0,0,1,0.0,0.0,0.0
W0136,Morning,2025-05-23,35.0,0,1,0.0,0.0,0.0
W0136,Morning,2025-05-24,26.0,0,1,0.0,0.0,0.0
W0136,Morning,2025-05-31,11.0,1,1,0.0,0.0,1.0
W0136,Morning,2025-06-13,32.0,1,1,10.0,3.2,1.0
W0136,Morning,2025-06-19,2.0,1,1,0.0,0.0,1.0
W0136,Night,2025-01-01,25.0,0,1,0.0,0.0,0.0
W0136,Night,2025-05-20,16.0,0,1,0.0,0.0,0.0
W0136,Night,2025-06-01,20.0,0,1,0.0,0.0,0.0
W0137,Evening,2025-01-25,30.0,0,1,0.0,0.0,0.0
W0137,Evening,2025-03-07,37.0,1,1,0.0,0.0,1.0
W0137,Evening,2025-03-18,32.0,0,1,0.0,0.0,0.0
W0137,Evening,2025-04-19,40.0,0,1,0.0,0.0,0.0
W0137,Morning,2025-01-21,82.0,1,2,0.0,0.0,0.5
W0137,Morning,2025-01-23,58.0,2,2,0.0,0.0,1.0
W0137,Morning,2025-01-26,39.0,0,1,0.0,0.0,0.0
W0137,Morning,2025-03-04,21.0,1,1,0.0,0.0,1.0
W0137,Morning,2025-03-10,42.0,0,1,0.0,0.0,0.0
W0137,Morning,2025-03-11,45.0,0,1,0.0,0.0,0.0
W0137,Morning,2025-03-23,12.0,0,1,0.0,0.0,0.0
W0137,Morning,2025-04-29,1.0,0,1,0.0,0.0,0.0
W0137,Morning,2025-05-16,20.0,0,1,0.0,0.0,0.0
W0137,Morning,2025-06-01,38.0,0,1,0.0,0.0,0.0
W0137,Morning,2025-06-15,40.0,0,1,0.0,0.0,0.0
W0137,Night,2025-03-13,34.0,0,1,0.0,0.0,0.0
W0137,Night,2025-03-29,44.0,1,1,0.0,0.0,1.0
W0137,Night,2025-05-26,28.0,0,1,0.0,0.0,0.0
W0138,Evening,2025-01-18,10.0,1,1,0.0,0.0,1.0
W0138,Evening,2025-01-27,36.0,0,1,0.0,0.0,0.0
W0138,Evening,2025-01-29,10.0,0,1,0.0,0.0,0.0
W0138,Evening,2025-03-08,46.0,0,1,0.0,0.0,0.0
W0138,Evening,2025-03-18,8.0,0,1,0.0,0.0,0.0
W0138,Evening,2025-05-16,1.0,0,1,0.0,0.0,0.0
W0138,Evening,2025-05-31,20.0,0,1,0.0,0.0,0.0
W0138,Evening,2025-06-09,8.0,0,1,0.0,0.0,0.0
W0138,Morning,2025-01-17,38.0,0,1,0.0,0.0,0.0
W0138,Morning,2025-01-31,17.0,0,1,0.0,0.0,0.0
W0138,Morning,2025-05-11,47.0,0,1,0.0,0.0,0.0
W0138,Morning,2025-05-14,32.0,0,1,0.0,0.0,0.0
W0138,Morning,2025-05-20,29.0,1,1,0.0,0.0,1.0
W0138,Morning,2025-06-15,2.0,0,1,0.0,0.0,0.0
W0138,Night,2025-01-11,12.0,1,1,0.0,0.0,1.0
W0138,Night,2025-01-14,17.0,0,1,0.0,0.0,0.0
W0138,Night,2025-02-16,35.0,1,1,0.0,0.0,1.0
W0138,Night,2025-04-04,28.0,0,1,0.0,0.0,0.0
W0138,Night,2025-05-13,6.0,0,1,0.0,0.0,0.0
W0138,Night,2025-05-31,26.0,0,1,0.0,0.0,0.0
W0139,Evening,2025-01-17,43.0,0,1,0.0,0.0,0.0
W0139,Evening,2025-03-04,24.0,1,1,0.0,0.0,1.0
W0139,Evening,2025-04-09,46.0,0,1,0.0,0.0,0.0
W0139,Evening,2025-05-04,24.0,0,1,0.0,0.0,0.0
W0139,Evening,2025-05-08,40.0,1,1,0.0,0.0,1.0
W0139,Morning,2025-01-04,48.0,0,1,0.0,0.0,0.0
W0139,Morning,2025-01-07,15.0,0,1,0.0,0.0,0.0
W0139,Morning,2025-01-22,7.0,1,1,10.0,0.7,1.0
W0139,Morning,2025-02-04,22.0,0,1,0.0,0.0,0.0
W0139,Morning,2025-02-22,14.0,0,1,0.0,0.0,0.0
W0139,Morning,2025-03-06,18.0,1,1,0.0,0.0,1.0
W0139,Morning,2025-04-10,2.0,0,1,0.0,0.0,0.0
W0139,Morning,2025-04-20,28.0,0,1,0.0,0.0,0.0
W0139,Morning,2025-05-31,13.0,0,1,0.0,0.0,0.0
W0139,Morning,2025-06-02,27.0,1,1,0.0,0.0,1.0
W0139,Morning,2025-06-16,2.0,0,1,0.0,0.0,0.0
W0139,Night,2025-01-07,10.0,0,1,0.0,0.0,0.0
W0139,Night,2025-01-11,41.0,0,1,0.0,0.0,0.0
W0139,Night,2025-01-26,40.0,0,1,0.0,0.0,0.0
W0139,Night,2025-03-09,12.0,0,1,0.0,0.0,0.0
W0139,Night,2025-03-10,5.0,1,1,0.0,0.0,1.0
W0139,Night,2025-06-03,3.0,0,1,0.0,0.0,0.0
W0140,Evening,2025-02-06,9.0,0,1,0.0,0.0,0.0
W0140,Evening,2025-03-21,7.0,1,1,0.0,0.0,1.0
W0140,Evening,2025-06-20,8.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-01-02,4.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-01-15,17.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-02-02,40.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-02-09,5.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-02-16,23.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-03-18,23.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-03-29,35.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-04-02,1.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-04-22,40.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-04-26,35.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-05-17,43.0,0,1,0.0,0.0,0.0
W0140,Morning,2025-06-18,17.0,1,1,10.0,1.7,1.0
W0140,Morning,2025-06-26,13.0,0,1,0.0,0.0,0.0
W0140,Night,2025-01-23,27.0,0,1,0.0,0.0,0.0
W0140,Night,2025-01-27,32.0,0,1,0.0,0.0,0.0
W0140,Night,2025-02-08,36.0,1,1,0.0,0.0,1.0
W0140,Night,2025-02-17,48.0,1,1,0.0,0.0,1.0
W0140,Night,2025-02-28,13.0,1,1,0.0,0.0,1.0
W0140,Night,2025-03-03,44.0,0,1,0.0,0.0,0.0
W0140,Night,2025-03-17,24.0,0,1,0.0,0.0,0.0
W0140,Night,2025-03-22,36.0,0,1,0.0,0.0,0.0
W0140,Night,2025-03-27,14.0,0,1,0.0,0.0,0.0
W0140,Night,2025-04-22,19.0,0,1,0.0,0.0,0.0
W0141,Evening,2025-01-01,44.0,1,1,0.0,0.0,1.0
W0141,Evening,2025-01-10,24.0,0,1,0.0,0.0,0.0
W0141,Evening,2025-01-17,33.0,0,1,0.0,0.0,0.0
W0141,Evening,2025-03-14,49.0,0,1,0.0,0.0,0.0
W0141,Evening,2025-04-24,38.0,0,1,0.0,0.0,0.0
W0141,Evening,2025-05-31,21.0,0,1,0.0,0.0,0.0
W0141,Evening,2025-06-03,8.0,0,1,0.0,0.0,0.0
W0141,Evening,2025-06-26,42.0,0,1,0.0,0.0,0.0
W0141,Morning,2025-02-03,1.0,0,1,0.0,0.0,0.0
W0141,Morning,2025-04-28,26.0,0,1,0.0,0.0,0.0
W0141,Morning,2025-05-02,16.0,0,1,0.0,0.0,0.0
W0141,Morning,2025-05-05,1.0,0,1,0.0,0.0,0.0
W0141,Morning,2025-06-12,10.0,0,1,0.0,0.0,0.0
W0141,Morning,2025-06-23,1.0,1,1,0.0,0.0,1.0
W0141,Morning,2025-06-26,46.0,1,1,0.0,0.0,1.0
W0141,Night,2025-01-23,36.0,0,1,0.0,0.0,0.0
W0141,Night,2025-03-06,37.0,0,1,0.0,0.0,0.0
W0141,Night,2025-03-11,8.0,0,1,0.0,0.0,0.0
W0141,Night,2025-05-30,9.0,1,1,0.0,0.0,1.0
W0142,Evening,2025-03-12,10.0,0,1,0.0,0.0,0.0
W0142,Evening,2025-03-15,1.0,0,1,0.0,0.0,0.0
W0142,Evening,2025-03-24,1.0,0,1,0.0,0.0,0.0
W0142,Evening,2025-03-30,39.0,0,1,0.0,0.0,0.0
W0142,Evening,2025-05-01,40.0,0,1,0.0,0.0,0.0
W0142,Evening,2025-05-06,33.0,0,1,0.0,0.0,0.0
W0142,Evening,2025-05-22,46.0,0,1,0.0,0.0,0.0
W0142,Evening,2025-06-26,22.0,0,1,0.0,0.0,0.0
W0142,Morning,2025-01-12,15.0,0,1,0.0,0.0,0.0
W0142,Morning,2025-01-26,12.0,0,1,0.0,0.0,0.0
W0142,Morning,2025-02-02,41.0,1,1,0.0,0.0,1.0
W0142,Morning,2025-03-17,19.0,0,1,0.0,0.0,0.0
W0142,Morning,2025-04-07,17.0,1,1,0.0,0.0,1.0
W0142,Morning,2025-05-26,48.0,0,1,0.0,0.0,0.0
W0142,Morning,2025-06-05,28.0,1,1,0.0,0.0,1.0
W0142,Night,2025-01-03,3.0,0,1,0.0,0.0,0.0
W0142,Night,2025-01-28,5.0,1,1,0.0,0.0,1.0
W0142,Night,2025-05-07,11.0,1,1,0.0,0.0,1.0
W0142,Night,2025-05-10,6.0,1,1,0.0,0.0,1.0
W0142,Night,2025-05-18,47.0,0,1,0.0,0.0,0.0
W0142,Night,2025-06-09,47.0,0,1,0.0,0.0,0.0
W0142,Night,2025-06-11,35.0,0,1,0.0,0.0,0.0
W0143,Evening,2025-01-09,10.0,0,1,0.0,0.0,0.0
W0143,Evening,2025-01-25,31.0,0,1,0.0,0.0,0.0
W0143,Evening,2025-01-27,22.0,0,1,0.0,0.0,0.0
W0143,Evening,2025-05-29,13.0,0,1,0.0,0.0,0.0
W0143,Evening,2025-06-07,34.0,0,1,0.0,0.0,0.0
W0143,Morning,2025-01-18,4.0,0,1,0.0,0.0,0.0
W0143,Morning,2025-03-16,47.0,0,1,0.0,0.0,0.0
W0143,Morning,2025-04-26,26.0,0,1,0.0,0.0,0.0
W0143,Morning,2025-04-28,24.0,0,1,0.0,0.0,0.0
W0143,Morning,2025-05-05,39.0,0,1,0.0,0.0,0.0
W0143,Night,2025-01-24,25.0,1,1,0.0,0.0,1.0
W0143,Night,2025-02-20,24.0,0,1,0.0,0.0,0.0
W0143,Night,2025-03-12,33.0,0,1,0.0,0.0,0.0
W0143,Night,2025-04-17,31.0,0,1,8.0,3.875,0.0
W0143,Night,2025-05-10,46.0,1,1,0.0,0.0,1.0
W0143,Night,2025-05-22,14.0,0,1,0.0,0.0,0.0
W0144,Evening,2025-03-21,27.0,1,1,0.0,0.0,1.0
W0144,Evening,2025-04-27,45.0,1,1,7.0,6.428571428571429,1.0
W0144,Evening,2025-05-09,37.0,0,1,0.0,0.0,0.0
W0144,Evening,2025-05-10,46.0,0,1,0.0,0.0,0.0
W0144,Evening,2025-05-25,49.0,0,1,0.0,0.0,0.0
W0144,Morning,2025-01-11,15.0,0,1,0.0,0.0,0.0
W0144,Morning,2025-02-27,39.0,0,1,13.0,3.0,0.0
W0144,Morning,2025-03-06,31.0,1,1,0.0,0.0,1.0
W0144,Morning,2025-03-22,12.0,0,1,0.0,0.0,0.0
W0144,Morning,2025-03-23,9.0,1,1,0.0,0.0,1.0
W0144,Morning,2025-04-09,34.0,1,1,0.0,0.0,1.0
W0144,Morning,2025-05-07,9.0,0,1,0.0,0.0,0.0
W0144,Morning,2025-05-23,17.0,1,1,0.0,0.0,1.0
W0144,Night,2025-01-09,26.0,0,1,0.0,0.0,0.0
W0144,Night,2025-04-23,17.0,0,1,0.0,0.0,0.0
W0144,Night,2025-05-01,19.0,0,1,0.0,0.0,0.0
W0145,Evening,2025-03-12,1.0,0,1,10.0,0.1,0.0
W0145,Evening,2025-03-30,44.0,1,1,0.0,0.0,1.0
W0145,Evening,2025-05-08,17.0,0,1,0.0,0.0,0.0
W0145,Evening,2025-05-31,42.0,0,1,0.0,0.0,0.0
W0145,Evening,2025-06-20,36.0,0,1,0.0,0.0,0.0
W0145,Evening,2025-06-24,14.0,0,1,0.0,0.0,0.0
W0145,Morning,2025-01-31,42.0,0,1,0.0,0.0,0.0
W0145,Morning,2025-03-15,27.0,1,1,0.0,0.0,1.0
W0145,Morning,2025-04-05,30.0,0,1,0.0,0.0,0.0
W0145,Morning,2025-04-16,49.0,0,1,0.0,0.0,0.0
W0145,Morning,2025-05-11,37.0,0,1,0.0,0.0,0.0
W0145,Morning,2025-06-07,3.0,0,1,0.0,0.0,0.0
W0145,Morning,2025-06-08,48.0,0,1,0.0,0.0,0.0
W0145,Morning,2025-06-19,37.0,1,1,0.0,0.0,1.0
W0145,Night,2025-02-10,44.0,0,1,0.0,0.0,0.0
W0145,Night,2025-05-05,17.0,1,1,0.0,0.0,1.0
W0145,Night,2025-05-30,3.0,1,1,0.0,0.0,1.0
W0146,Evening,2025-01-14,48.0,1,1,0.0,0.0,1.0
W0146,Evening,2025-03-08,35.0,1,1,0.0,0.0,1.0
W0146,Evening,2025-06-18,15.0,0,1,0.0,0.0,0.0
W0146,Morning,2025-01-01,25.0,0,1,0.0,0.0,0.0
W0146,Morning,2025-01-11,26.0,1,1,0.0,0.0,1.0
W0146,Morning,2025-01-29,4.0,1,1,0.0,0.0,1.0
W0146,Morning,2025-02-07,43.0,0,1,0.0,0.0,0.0
W0146,Morning,2025-02-22,20.0,1,1,0.0,0.0,1.0
W0146,Morning,2025-03-02,4.0,0,1,0.0,0.0,0.0
W0146,Morning,2025-03-24,41.0,0,1,0.0,0.0,0.0
W0146,Morning,2025-05-08,15.0,0,1,0.0,0.0,0.0
W0146,Morning,2025-05-13,32.0,0,1,0.0,0.0,0.0
W0146,Night,2025-02-25,4.0,1,1,0.0,0.0,1.0
W0146,Night,2025-04-06,21.0,0,1,0.0,0.0,0.0
W0146,Night,2025-04-20,40.0,1,1,0.0,0.0,1.0
W0146,Night,2025-04-24,48.0,0,1,0.0,0.0,0.0
W0146,Night,2025-05-10,42.0,0,1,0.0,0.0,0.0
W0146,Night,2025-06-10,6.0,0,1,0.0,0.0,0.0
W0146,Night,2025-06-26,45.0,0,1,0.0,0.0,0.0
W0147,Evening,2025-01-30,18.0,0,1,0.0,0.0,0.0
W0147,Evening,2025-04-25,22.0,1,1,0.0,0.0,1.0
W0147,Evening,2025-05-21,23.0,0,1,0.0,0.0,0.0
W0147,Evening,2025-06-29,1.0,0,1,0.0,0.0,0.0
W0147,Morning,2025-01-11,42.0,0,1,0.0,0.0,0.0
W0147,Morning,2025-01-24,7.0,1,1,0.0,0.0,1.0
W0147,Morning,2025-02-09,40.0,0,1,0.0,0.0,0.0
W0147,Morning,2025-02-13,10.0,0,1,0.0,0.0,0.0
W0147,Morning,2025-03-03,47.0,0,1,0.0,0.0,0.0
W0147,Morning,2025-03-16,12.0,1,1,0.0,0.0,1.0
W0147,Morning,2025-04-01,12.0,0,1,0.0,0.0,0.0
W0147,Morning,2025-04-22,31.0,1,1,0.0,0.0,1.0
W0147,Morning,2025-05-01,17.0,0,1,0.0,0.0,0.0
W0147,Morning,2025-05-14,28.0,1,1,0.0,0.0,1.0
W0147,Morning,2025-05-19,22.0,0,1,0.0,0.0,0.0
W0147,Morning,2025-05-22,30.0,1,1,0.0,0.0,1.0
W0147,Morning,2025-05-27,16.0,0,1,0.0,0.0,0.0
W0147,Night,2025-01-12,33.0,0,1,0.0,0.0,0.0
W0147,Night,2025-06-06,49.0,0,1,6.0,8.166666666666666,0.0
W0148,Evening,2025-02-14,33.0,0,1,0.0,0.0,0.0
W0148,Evening,2025-02-28,18.0,0,1,0.0,0.0,0.0
W0148,Evening,2025-04-08,14.0,1,2,0.0,0.0,0.5
W0148,Evening,2025-05-04,8.0,0,1,0.0,0.0,0.0
W0148,Evening,2025-05-22,17.0,0,1,0.0,0.0,0.0
W0148,Evening,2025-05-31,48.0,0,1,0.0,0.0,0.0
W0148,Evening,2025-06-04,29.0,0,1,8.0,3.625,0.0
W0148,Morning,2025-01-04,37.0,0,1,0.0,0.0,0.0
W0148,Morning,2025-03-14,8.0,1,1,0.0,0.0,1.0
W0148,Morning,2025-03-17,8.0,0,1,0.0,0.0,0.0
W0148,Morning,2025-03-26,22.0,1,1,0.0,0.0,1.0
W0148,Morning,2025-04-29,30.0,0,1,0.0,0.0,0.0
W0148,Night,2025-03-03,23.0,1,1,6.0,3.8333333333333335,1.0
W0148,Night,2025-04-26,1.0,0,1,0.0,0.0,0.0
W0148,Night,2025-05-11,28.0,0,1,0.0,0.0,0.0
W0148,Night,2025-06-21,23.0,0,1,0.0,0.0,0.0
W0149,Evening,2025-01-19,12.0,1,1,0.0,0.0,1.0
W0149,Evening,2025-01-24,42.0,1,1,0.0,0.0,1.0
W0149,Evening,2025-03-18,9.0,1,1,0.0,0.0,1.0
W0149,Evening,2025-03-19,29.0,0,1,0.0,0.0,0.0
W0149,Morning,2025-02-07,13.0,0,1,0.0,0.0,0.0
W0149,Morning,2025-02-11,8.0,0,1,0.0,0.0,0.0
W0149,Morning,2025-03-21,32.0,0,1,0.0,0.0,0.0
W0149,Morning,2025-03-30,5.0,0,1,0.0,0.0,0.0
W0149,Morning,2025-04-13,33.0,1,1,0.0,0.0,1.0
W0149,Morning,2025-05-15,29.0,1,1,0.0,0.0,1.0
W0149,Morning,2025-05-19,33.0,0,1,0.0,0.0,0.0
W0149,Morning,2025-05-21,26.0,1,1,0.0,0.0,1.0
W0149,Morning,2025-06-18,6.0,1,1,0.0,0.0,1.0
W0149,Morning,2025-06-19,7.0,0,1,0.0,0.0,0.0
W0149,Morning,2025-06-21,7.0,0,1,0.0,0.0,0.0
W0149,Morning,2025-06-23,24.0,1,1,0.0,0.0,1.0
W0149,Morning,2025-06-24,25.0,0,1,0.0,0.0,0.0
W0149,Morning,2025-06-29,35.0,0,1,0.0,0.0,0.0
W0149,Night,2025-01-08,29.0,0,1,0.0,0.0,0.0
W0149,Night,2025-01-28,3.0,0,1,0.0,0.0,0.0
W0149,Night,2025-03-13,20.0,1,1,0.0,0.0,1.0
W0149,Night,2025-04-07,3.0,0,1,0.0,0.0,0.0
W0149,Night,2025-04-30,8.0,0,1,0.0,0.0,0.0
W0149,Night,2025-06-11,16.0,0,1,0.0,0.0,0.0
W0149,Night,2025-06-23,9.0,0,1,0.0,0.0,0.0
W0150,Evening,2025-02-28,18.0,0,1,0.0,0.0,0.0
W0150,Evening,2025-03-25,30.0,0,1,0.0,0.0,0.0
W0150,Evening,2025-05-04,47.0,1,1,0.0,0.0,1.0
W0150,Evening,2025-05-05,47.0,0,1,0.0,0.0,0.0
W0150,Morning,2025-01-07,49.0,1,1,0.0,0.0,1.0
W0150,Morning,2025-01-17,34.0,0,1,0.0,0.0,0.0
W0150,Morning,2025-02-02,17.0,0,1,7.0,2.4285714285714284,0.0
W0150,Morning,2025-03-18,17.0,0,1,0.0,0.0,0.0
W0150,Morning,2025-03-30,35.0,0,1,0.0,0.0,0.0
W0150,Morning,2025-04-05,6.0,0,1,0.0,0.0,0.0
W0150,Morning,2025-05-19,49.0,0,1,0.0,0.0,0.0
W0150,Morning,2025-06-03,1.0,0,1,0.0,0.0,0.0
W0150,Morning,2025-06-17,12.0,0,1,0.0,0.0,0.0
W0150,Night,2025-01-20,46.0,1,1,0.0,0.0,1.0
W0151,Evening,2025-01-08,10.0,1,1,0.0,0.0,1.0
W0151,Evening,2025-05-16,6.0,1,1,0.0,0.0,1.0
W0151,Morning,2025-01-18,8.0,1,1,0.0,0.0,1.0
W0151,Morning,2025-01-30,42.0,0,1,0.0,0.0,0.0
W0151,Morning,2025-03-24,9.0,0,1,0.0,0.0,0.0
W0151,Night,2025-03-07,19.0,1,1,0.0,0.0,1.0
W0151,Night,2025-05-18,6.0,1,1,0.0,0.0,1.0
W0151,Night,2025-05-29,25.0,1,1,7.0,3.5714285714285716,1.0
W0151,Night,2025-06-22,18.0,0,1,0.0,0.0,0.0
W0152,Evening,2025-01-11,43.0,0,1,0.0,0.0,0.0
W0152,Evening,2025-01-15,25.0,0,1,0.0,0.0,0.0
W0152,Evening,2025-02-05,8.0,0,1,0.0,0.0,0.0
W0152,Evening,2025-03-19,19.0,0,1,0.0,0.0,0.0
W0152,Evening,2025-03-23,9.0,1,1,0.0,0.0,1.0
W0152,Evening,2025-03-27,42.0,0,2,0.0,0.0,0.0
W0152,Evening,2025-06-14,9.0,1,1,0.0,0.0,1.0
W0152,Evening,2025-06-29,14.0,0,1,0.0,0.0,0.0
W0152,Morning,2025-01-18,29.0,1,1,0.0,0.0,1.0
W0152,Morning,2025-02-03,29.0,0,1,0.0,0.0,0.0
W0152,Morning,2025-02-21,40.0,0,1,0.0,0.0,0.0
