worker_id,shift,date,shift_hours,utilization
W0053,Evening,2025-03-30,9.0,1.125
W0053,Evening,2025-05-10,6.0,0.75
W0053,Evening,2025-06-22,10.0,1.25
W0053,Morning,2025-01-17,10.0,1.25
W0053,Morning,2025-02-06,8.0,1.0
W0053,Morning,2025-02-19,9.0,1.125
W0053,Morning,2025-03-03,9.0,1.125
W0053,Morning,2025-03-13,8.0,1.0
W0053,Morning,2025-03-23,16.0,2.0
W0053,Morning,2025-04-02,9.0,1.125
W0053,Morning,2025-04-19,10.0,1.25
W0053,Morning,2025-05-20,9.0,1.125
W0053,Morning,2025-06-05,10.0,1.25
W0053,Night,2025-01-07,6.0,0.75
W0053,Night,2025-01-22,9.0,1.125
W0053,Night,2025-01-25,10.0,1.25
W0053,Night,2025-02-05,8.0,1.0
W0053,Night,2025-02-15,6.0,0.75
W0053,Night,2025-02-17,6.0,0.75
W0053,Night,2025-03-08,8.0,1.0
W0053,Night,2025-05-09,10.0,1.25
W0053,Night,2025-05-27,8.0,1.0
W0053,Night,2025-06-01,9.0,1.125
W0053,Night,2025-06-05,8.0,1.0
W0053,Night,2025-06-06,10.0,1.25
W0053,Night,2025-06-10,8.0,1.0
W0053,Night,2025-06-11,8.0,1.0
W0053,Night,2025-06-22,7.0,0.875
W0053,Night,2025-06-25,9.0,1.125
W0054,Evening,2025-01-14,9.0,1.125
W0054,Evening,2025-03-08,7.0,0.875
W0054,Evening,2025-03-21,7.0,0.875
W0054,Evening,2025-04-19,9.0,1.125
W0054,Evening,2025-04-22,10.0,1.25
W0054,Evening,2025-05-01,7.0,0.875
W0054,Evening,2025-05-20,6.0,0.75
W0054,Evening,2025-05-24,8.0,1.0
W0054,Morning,2025-01-05,10.0,1.25
W0054,Morning,2025-03-07,8.0,1.0
W0054,Morning,2025-03-08,7.0,0.875
W0054,Morning,2025-03-21,10.0,1.25
W0054,Morning,2025-05-08,10.0,1.25
W0054,Morning,2025-05-10,8.0,1.0
W0054,Morning,2025-05-20,6.0,0.75
W0054,Morning,2025-05-21,8.0,1.0
W0054,Morning,2025-05-29,6.0,0.75
W0054,Morning,2025-05-31,8.0,1.0
W0054,Morning,2025-06-26,9.0,1.125
W0054,Night,2025-01-20,7.0,0.875
W0054,Night,2025-01-30,10.0,1.25
W0054,Night,2025-02-11,10.0,1.25
W0054,Night,2025-03-04,7.0,0.875
W0054,Night,2025-03-15,10.0,1.25
W0054,Night,2025-03-29,8.0,1.0
W0054,Night,2025-04-07,7.0,0.875
W0054,Night,2025-04-19,8.0,1.0
W0054,Night,2025-04-25,9.0,1.125
W0054,Night,2025-05-27,7.0,0.875
W0054,Night,2025-06-07,9.0,1.125
W0054,Night,2025-06-13,7.0,0.875
W0055,Evening,2025-01-08,9.0,1.125
W0055,Evening,2025-02-21,8.0,1.0
W0055,Evening,2025-03-28,9.0,1.125
W0055,Evening,2025-05-10,7.0,0.875
W0055,Evening,2025-05-14,6.0,0.75
W0055,Evening,2025-06-07,10.0,1.25
W0055,Morning,2025-02-13,8.0,1.0
W0055,Morning,2025-03-16,9.0,1.125
W0055,Morning,2025-03-31,7.0,0.875
W0055,Morning,2025-04-08,10.0,1.25
W0055,Morning,2025-04-17,7.0,0.875
W0055,Night,2025-01-23,7.0,0.875
W0055,Night,2025-02-08,7.0,0.875
W0055,Night,2025-02-09,9.0,1.125
W0055,Night,2025-02-24,9.0,1.125
W0055,Night,2025-03-05,10.0,1.25
W0055,Night,2025-03-17,7.0,0.875
W0055,Night,2025-04-04,7.0,0.875
W0055,Night,2025-04-09,6.0,0.75
W0055,Night,2025-04-17,13.0,1.625
W0055,Night,2025-04-20,6.0,0.75
W0055,Night,2025-05-11,7.0,0.875
W0055,Night,2025-06-18,7.0,0.875
W0056,Evening,2025-01-04,10.0,1.25
W0056,Evening,2025-02-10,6.0,0.75
W0056,Evening,2025-02-27,8.0,1.0
W0056,Evening,2025-03-07,8.0,1.0
W0056,Evening,2025-03-14,10.0,1.25
W0056,Evening,2025-04-15,6.0,0.75
W0056,Evening,2025-06-10,9.0,1.125
W0056,Evening,2025-06-27,7.0,0.875
W0056,Morning,2025-03-27,10.0,1.25
W0056,Night,2025-01-13,10.0,1.25
W0056,Night,2025-01-14,10.0,1.25
W0056,Night,2025-01-17,10.0,1.25
W0056,Night,2025-01-22,7.0,0.875
W0056,Night,2025-01-31,9.0,1.125
W0056,Night,2025-02-11,8.0,1.0
W0056,Night,2025-02-12,18.0,2.25
W0056,Night,2025-02-14,6.0,0.75
W0056,Night,2025-02-22,9.0,1.125
W0056,Night,2025-02-26,10.0,1.25
W0056,Night,2025-03-11,9.0,1.125
W0056,Night,2025-03-17,7.0,0.875
W0056,Night,2025-03-18,9.0,1.125
W0056,Night,2025-03-31,6.0,0.75
W0056,Night,2025-04-02,6.0,0.75
W0056,Night,2025-04-04,6.0,0.75
W0056,Night,2025-04-12,7.0,0.875
W0056,Night,2025-04-16,6.0,0.75
W0056,Night,2025-05-03,8.0,1.0
W0056,Night,2025-05-06,8.0,1.0
W0056,Night,2025-05-07,10.0,1.25
W0056,Night,2025-05-10,7.0,0.875
W0056,Night,2025-05-14,7.0,0.875
W0056,Night,2025-05-20,6.0,0.75
W0056,Night,2025-06-01,8.0,1.0
W0056,Night,2025-06-29,9.0,1.125
W0057,Evening,2025-01-24,9.0,1.125
W0057,Evening,2025-01-26,8.0,1.0
W0057,Evening,2025-02-10,7.0,0.875
W0057,Evening,2025-02-11,9.0,1.125
W0057,Evening,2025-03-17,7.0,0.875
W0057,Evening,2025-04-23,6.0,0.75
W0057,Evening,2025-05-18,6.0,0.75
W0057,Evening,2025-06-04,7.0,0.875
W0057,Evening,2025-06-27,17.0,2.125
W0057,Evening,2025-06-29,6.0,0.75
W0057,Morning,2025-01-05,10.0,1.25
W0057,Morning,2025-01-08,6.0,0.75
W0057,Morning,2025-01-15,18.0,2.25
W0057,Morning,2025-01-24,7.0,0.875
W0057,Morning,2025-01-27,6.0,0.75
W0057,Morning,2025-04-12,8.0,1.0
W0057,Morning,2025-04-24,7.0,0.875
W0057,Morning,2025-05-02,7.0,0.875
W0057,Morning,2025-05-15,7.0,0.875
W0057,Morning,2025-05-25,9.0,1.125
W0057,Morning,2025-06-04,6.0,0.75
W0057,Morning,2025-06-27,7.0,0.875
W0057,Night,2025-01-15,7.0,0.875
W0057,Night,2025-01-30,7.0,0.875
W0057,Night,2025-02-10,7.0,0.875
W0057,Night,2025-03-09,7.0,0.875
W0057,Night,2025-03-23,9.0,1.125
W0057,Night,2025-03-25,6.0,0.75
W0057,Night,2025-03-26,7.0,0.875
W0057,Night,2025-04-28,9.0,1.125
W0058,Evening,2025-01-04,7.0,0.875
W0058,Evening,2025-01-05,10.0,1.25
W0058,Evening,2025-01-08,6.0,0.75
W0058,Evening,2025-03-08,10.0,1.25
W0058,Evening,2025-04-16,7.0,0.875
W0058,Evening,2025-05-23,10.0,1.25
W0058,Evening,2025-06-15,10.0,1.25
W0058,Evening,2025-06-16,7.0,0.875
W0058,Morning,2025-02-27,10.0,1.25
W0058,Morning,2025-03-11,7.0,0.875
W0058,Morning,2025-03-19,6.0,0.75
W0058,Morning,2025-04-19,8.0,1.0
W0058,Morning,2025-04-22,10.0,1.25
W0058,Morning,2025-04-27,10.0,1.25
W0058,Morning,2025-05-16,9.0,1.125
W0058,Morning,2025-05-17,7.0,0.875
W0058,Morning,2025-05-26,7.0,0.875
W0058,Morning,2025-06-23,6.0,0.75
W0058,Night,2025-01-28,9.0,1.125
W0058,Night,2025-02-12,10.0,1.25
W0058,Night,2025-03-03,17.0,2.125
W0058,Night,2025-03-06,9.0,1.125
W0058,Night,2025-03-13,7.0,0.875
W0058,Night,2025-03-14,10.0,1.25
W0058,Night,2025-04-16,6.0,0.75
W0058,Night,2025-05-16,7.0,0.875
W0058,Night,2025-05-17,10.0,1.25
W0058,Night,2025-05-20,16.0,2.0
W0058,Night,2025-06-08,7.0,0.875
W0058,Night,2025-06-13,7.0,0.875
W0058,Night,2025-06-16,9.0,1.125
W0059,Evening,2025-01-06,8.0,1.0
W0059,Evening,2025-01-26,9.0,1.125
W0059,Evening,2025-01-29,9.0,1.125
W0059,Evening,2025-02-15,8.0,1.0
W0059,Evening,2025-03-07,7.0,0.875
W0059,Evening,2025-03-11,8.0,1.0
W0059,Evening,2025-05-30,9.0,1.125
W0059,Morning,2025-03-31,6.0,0.75
W0059,Morning,2025-04-29,6.0,0.75
W0059,Morning,2025-06-03,9.0,1.125
W0059,Morning,2025-06-26,6.0,0.75
W0059,Night,2025-01-10,8.0,1.0
W0059,Night,2025-01-22,8.0,1.0
W0059,Night,2025-01-26,10.0,1.25
W0059,Night,2025-02-24,10.0,1.25
W0059,Night,2025-02-26,8.0,1.0
W0059,Night,2025-03-09,9.0,1.125
W0059,Night,2025-04-12,8.0,1.0
W0059,Night,2025-04-27,7.0,0.875
W0059,Night,2025-04-28,7.0,0.875
W0059,Night,2025-05-01,8.0,1.0
W0059,Night,2025-05-26,8.0,1.0
W0059,Night,2025-06-06,6.0,0.75
W0059,Night,2025-06-14,8.0,1.0
W0059,Night,2025-06-24,6.0,0.75
W0060,Evening,2025-01-15,7.0,0.875
W0060,Evening,2025-03-10,7.0,0.875
W0060,Evening,2025-04-26,7.0,0.875
W0060,Evening,2025-05-19,8.0,1.0
W0060,Evening,2025-05-21,6.0,0.75
W0060,Morning,2025-01-09,10.0,1.25
W0060,Morning,2025-01-10,10.0,1.25
W0060,Morning,2025-01-14,7.0,0.875
W0060,Morning,2025-02-07,10.0,1.25
W0060,Morning,2025-02-08,6.0,0.75
W0060,Morning,2025-02-12,7.0,0.875
W0060,Morning,2025-03-30,7.0,0.875
W0060,Morning,2025-04-20,6.0,0.75
W0060,Morning,2025-04-26,8.0,1.0
W0060,Morning,2025-05-15,6.0,0.75
W0060,Morning,2025-06-08,10.0,1.25
W0060,Night,2025-03-03,6.0,0.75
W0060,Night,2025-03-20,9.0,1.125
W0060,Night,2025-03-22,8.0,1.0
W0060,Night,2025-04-14,8.0,1.0
W0060,Night,2025-05-01,10.0,1.25
W0060,Night,2025-05-14,9.0,1.125
W0060,Night,2025-05-16,10.0,1.25
W0060,Night,2025-05-22,7.0,0.875
W0060,Night,2025-06-05,9.0,1.125
W0060,Night,2025-06-08,6.0,0.75
W0061,Evening,2025-01-01,6.0,0.75
W0061,Evening,2025-01-05,10.0,1.25
W0061,Evening,2025-01-15,7.0,0.875
W0061,Evening,2025-02-10,7.0,0.875
W0061,Evening,2025-02-24,10.0,1.25
W0061,Evening,2025-02-26,6.0,0.75
W0061,Evening,2025-03-11,9.0,1.125
W0061,Evening,2025-04-14,8.0,1.0
W0061,Evening,2025-04-16,10.0,1.25
W0061,Evening,2025-04-22,15.0,1.875
W0061,Evening,2025-05-04,8.0,1.0
W0061,Evening,2025-05-18,9.0,1.125
W0061,Morning,2025-02-05,10.0,1.25
W0061,Morning,2025-02-25,8.0,1.0
W0061,Morning,2025-03-22,10.0,1.25
W0061,Morning,2025-04-21,10.0,1.25
W0061,Morning,2025-05-02,6.0,0.75
W0061,Morning,2025-06-18,10.0,1.25
W0061,Night,2025-01-14,16.0,2.0
W0061,Night,2025-01-18,10.0,1.25
W0061,Night,2025-01-26,9.0,1.125
W0061,Night,2025-02-08,6.0,0.75
W0061,Night,2025-02-11,7.0,0.875
W0061,Night,2025-03-27,10.0,1.25
W0061,Night,2025-03-29,7.0,0.875
W0061,Night,2025-04-04,10.0,1.25
W0061,Night,2025-04-06,10.0,1.25
W0061,Night,2025-04-11,6.0,0.75
W0061,Night,2025-04-24,9.0,1.125
W0061,Night,2025-05-09,9.0,1.125
W0061,Night,2025-05-24,8.0,1.0
W0061,Night,2025-06-12,7.0,0.875
W0061,Night,2025-06-24,8.0,1.0
W0061,Night,2025-06-26,6.0,0.75
W0062,Evening,2025-01-15,6.0,0.75
W0062,Evening,2025-01-29,9.0,1.125
W0062,Evening,2025-02-01,9.0,1.125
W0062,Evening,2025-02-22,9.0,1.125
W0062,Evening,2025-03-20,8.0,1.0
W0062,Evening,2025-03-23,6.0,0.75
W0062,Evening,2025-04-04,9.0,1.125
W0062,Evening,2025-06-21,6.0,0.75
W0062,Morning,2025-01-16,7.0,0.875
W0062,Morning,2025-02-04,10.0,1.25
W0062,Morning,2025-02-16,7.0,0.875
W0062,Morning,2025-04-01,6.0,0.75
W0062,Morning,2025-05-04,6.0,0.75
W0062,Morning,2025-05-20,7.0,0.875
W0062,Morning,2025-05-23,6.0,0.75
W0062,Morning,2025-06-13,10.0,1.25
W0062,Night,2025-01-12,12.0,1.5
W0062,Night,2025-01-18,7.0,0.875
W0062,Night,2025-03-07,9.0,1.125
W0062,Night,2025-03-19,6.0,0.75
W0062,Night,2025-04-05,9.0,1.125
W0062,Night,2025-04-13,8.0,1.0
W0062,Night,2025-05-07,8.0,1.0
W0062,Night,2025-05-08,7.0,0.875
W0062,Night,2025-05-13,9.0,1.125
W0062,Night,2025-05-14,10.0,1.25
W0062,Night,2025-05-15,6.0,0.75
W0062,Night,2025-05-29,10.0,1.25
W0062,Night,2025-05-30,8.0,1.0
W0062,Night,2025-06-04,8.0,1.0
W0062,Night,2025-06-09,7.0,0.875
W0062,Night,2025-06-19,7.0,0.875
W0062,Night,2025-06-29,10.0,1.25
W0063,Evening,2025-01-17,8.0,1.0
W0063,Evening,2025-02-06,6.0,0.75
W0063,Evening,2025-02-07,7.0,0.875
W0063,Evening,2025-02-13,8.0,1.0
W0063,Evening,2025-02-19,10.0,1.25
W0063,Evening,2025-03-27,9.0,1.125
W0063,Evening,2025-04-07,8.0,1.0
W0063,Evening,2025-05-03,9.0,1.125
W0063,Morning,2025-01-19,6.0,0.75
W0063,Morning,2025-03-11,6.0,0.75
W0063,Morning,2025-03-13,10.0,1.25
W0063,Morning,2025-03-16,6.0,0.75
W0063,Morning,2025-04-01,10.0,1.25
W0063,Morning,2025-04-06,9.0,1.125
W0063,Morning,2025-04-16,10.0,1.25
W0063,Morning,2025-04-17,8.0,1.0
W0063,Morning,2025-04-18,6.0,0.75
W0063,Morning,2025-05-02,9.0,1.125
W0063,Morning,2025-05-12,10.0,1.25
W0063,Morning,2025-05-28,7.0,0.875
W0063,Morning,2025-06-06,7.0,0.875
W0063,Morning,2025-06-29,8.0,1.0
W0063,Night,2025-01-08,9.0,1.125
W0063,Night,2025-01-15,9.0,1.125
W0063,Night,2025-01-23,9.0,1.125
W0063,Night,2025-03-09,8.0,1.0
W0063,Night,2025-03-17,6.0,0.75
W0063,Night,2025-03-21,6.0,0.75
W0063,Night,2025-04-15,8.0,1.0
W0063,Night,2025-04-27,7.0,0.875
W0063,Night,2025-04-28,10.0,1.25
W0063,Night,2025-05-02,10.0,1.25
W0063,Night,2025-05-06,8.0,1.0
W0063,Night,2025-05-21,9.0,1.125
W0063,Night,2025-05-31,9.0,1.125
W0063,Night,2025-06-08,6.0,0.75
W0063,Night,2025-06-16,7.0,0.875
W0064,Evening,2025-01-07,9.0,1.125
W0064,Evening,2025-02-07,8.0,1.0
W0064,Evening,2025-02-16,10.0,1.25
W0064,Evening,2025-06-17,8.0,1.0
W0064,Morning,2025-01-16,7.0,0.875
W0064,Morning,2025-01-22,7.0,0.875
W0064,Morning,2025-01-24,10.0,1.25
W0064,Morning,2025-01-30,7.0,0.875
W0064,Morning,2025-02-12,8.0,1.0
W0064,Morning,2025-05-15,8.0,1.0
W0064,Morning,2025-05-30,6.0,0.75
W0064,Morning,2025-06-24,7.0,0.875
W0064,Night,2025-01-01,8.0,1.0
W0064,Night,2025-02-01,9.0,1.125
W0064,Night,2025-02-06,6.0,0.75
W0064,Night,2025-02-07,7.0,0.875
W0064,Night,2025-02-11,10.0,1.25
W0064,Night,2025-02-25,8.0,1.0
W0064,Night,2025-03-04,7.0,0.875
W0064,Night,2025-03-14,10.0,1.25
W0064,Night,2025-04-30,6.0,0.75
W0064,Night,2025-05-04,8.0,1.0
W0064,Night,2025-05-14,6.0,0.75
W0064,Night,2025-06-16,8.0,1.0
W0064,Night,2025-06-19,8.0,1.0
W0064,Night,2025-06-27,7.0,0.875
W0065,Evening,2025-01-02,10.0,1.25
W0065,Evening,2025-02-01,6.0,0.75
W0065,Evening,2025-03-25,9.0,1.125
W0065,Evening,2025-05-04,8.0,1.0
W0065,Evening,2025-05-18,8.0,1.0
W0065,Evening,2025-06-25,9.0,1.125
W0065,Morning,2025-01-09,7.0,0.875
W0065,Morning,2025-01-10,7.0,0.875
W0065,Morning,2025-04-25,7.0,0.875
W0065,Morning,2025-05-24,16.0,2.0
W0065,Morning,2025-06-19,7.0,0.875
W0065,Morning,2025-06-23,6.0,0.75
W0065,Night,2025-01-29,6.0,0.75
W0065,Night,2025-02-02,8.0,1.0
W0065,Night,2025-02-07,10.0,1.25
W0065,Night,2025-02-20,9.0,1.125
W0065,Night,2025-02-24,6.0,0.75
W0065,Night,2025-03-03,8.0,1.0
W0065,Night,2025-04-19,10.0,1.25
W0065,Night,2025-05-01,8.0,1.0
W0065,Night,2025-05-17,10.0,1.25
W0065,Night,2025-06-14,9.0,1.125
W0065,Night,2025-06-18,8.0,1.0
W0065,Night,2025-06-19,6.0,0.75
W0066,Evening,2025-01-01,10.0,1.25
W0066,Evening,2025-01-02,7.0,0.875
W0066,Evening,2025-01-27,8.0,1.0
W0066,Evening,2025-03-06,8.0,1.0
W0066,Evening,2025-03-31,8.0,1.0
W0066,Evening,2025-04-29,6.0,0.75
W0066,Evening,2025-05-10,8.0,1.0
W0066,Evening,2025-06-09,7.0,0.875
W0066,Morning,2025-01-09,7.0,0.875
W0066,Morning,2025-01-25,7.0,0.875
W0066,Morning,2025-02-19,8.0,1.0
W0066,Morning,2025-04-14,6.0,0.75
W0066,Morning,2025-04-19,7.0,0.875
W0066,Morning,2025-04-21,9.0,1.125
W0066,Morning,2025-05-06,8.0,1.0
W0066,Morning,2025-05-09,8.0,1.0
W0066,Morning,2025-05-11,9.0,1.125
W0066,Morning,2025-06-01,10.0,1.25
W0066,Morning,2025-06-08,9.0,1.125
W0066,Morning,2025-06-11,7.0,0.875
W0066,Morning,2025-06-27,7.0,0.875
W0066,Night,2025-01-13,8.0,1.0
W0066,Night,2025-01-20,7.0,0.875
W0066,Night,2025-01-24,6.0,0.75
W0066,Night,2025-01-25,10.0,1.25
W0066,Night,2025-02-19,7.0,0.875
W0066,Night,2025-03-05,10.0,1.25
W0066,Night,2025-03-06,6.0,0.75
W0066,Night,2025-03-15,6.0,0.75
W0066,Night,2025-04-12,8.0,1.0
W0066,Night,2025-04-25,7.0,0.875
W0066,Night,2025-05-11,10.0,1.25
W0066,Night,2025-05-17,6.0,0.75
W0066,Night,2025-05-23,9.0,1.125
W0066,Night,2025-06-06,10.0,1.25
W0066,Night,2025-06-18,9.0,1.125
W0066,Night,2025-06-27,6.0,0.75
W0067,Evening,2025-01-03,6.0,0.75
W0067,Evening,2025-01-17,6.0,0.75
W0067,Evening,2025-03-24,8.0,1.0
W0067,Evening,2025-03-29,9.0,1.125
W0067,Evening,2025-03-31,7.0,0.875
W0067,Evening,2025-05-26,7.0,0.875
W0067,Morning,2025-03-22,9.0,1.125
W0067,Morning,2025-04-24,8.0,1.0
W0067,Morning,2025-06-24,9.0,1.125
W0067,Night,2025-01-29,9.0,1.125
W0067,Night,2025-05-05,10.0,1.25
W0067,Night,2025-05-15,6.0,0.75
W0067,Night,2025-06-06,7.0,0.875
W0068,Evening,2025-01-18,10.0,1.25
W0068,Evening,2025-03-13,6.0,0.75
W0068,Evening,2025-04-02,8.0,1.0
W0068,Evening,2025-04-25,7.0,0.875
W0068,Evening,2025-04-26,8.0,1.0
W0068,Evening,2025-05-12,9.0,1.125
W0068,Evening,2025-05-31,10.0,1.25
W0068,Evening,2025-06-09,7.0,0.875
W0068,Evening,2025-06-16,10.0,1.25
W0068,Morning,2025-01-21,6.0,0.75
W0068,Morning,2025-01-22,9.0,1.125
W0068,Morning,2025-04-05,6.0,0.75
W0068,Morning,2025-04-06,6.0,0.75
W0068,Morning,2025-04-20,7.0,0.875
W0068,Morning,2025-05-11,9.0,1.125
W0068,Morning,2025-06-27,7.0,0.875
W0068,Night,2025-01-12,8.0,1.0
W0068,Night,2025-01-17,6.0,0.75
W0068,Night,2025-02-02,8.0,1.0
W0068,Night,2025-02-13,6.0,0.75
W0068,Night,2025-02-20,6.0,0.75
W0068,Night,2025-02-22,10.0,1.25
W0068,Night,2025-02-27,10.0,1.25
W0068,Night,2025-03-04,8.0,1.0
W0068,Night,2025-03-19,10.0,1.25
W0068,Night,2025-04-21,9.0,1.125
W0068,Night,2025-05-06,16.0,2.0
W0068,Night,2025-05-22,7.0,0.875
W0068,Night,2025-05-24,10.0,1.25
W0068,Night,2025-05-31,9.0,1.125
W0068,Night,2025-06-24,7.0,0.875
W0069,Evening,2025-01-03,8.0,1.0
W0069,Evening,2025-02-21,6.0,0.75
W0069,Evening,2025-04-05,7.0,0.875
W0069,Evening,2025-04-12,8.0,1.0
W0069,Evening,2025-04-15,10.0,1.25
W0069,Evening,2025-05-06,9.0,1.125
W0069,Evening,2025-05-09,6.0,0.75
W0069,Evening,2025-06-23,9.0,1.125
W0069,Evening,2025-06-26,6.0,0.75
W0069,Morning,2025-01-02,10.0,1.25
W0069,Morning,2025-03-28,10.0,1.25
W0069,Morning,2025-04-01,9.0,1.125
W0069,Morning,2025-04-10,7.0,0.875
W0069,Morning,2025-05-17,8.0,1.0
W0069,Morning,2025-05-21,6.0,0.75
W0069,Morning,2025-06-10,7.0,0.875
W0069,Morning,2025-06-13,14.0,1.75
W0069,Morning,2025-06-26,6.0,0.75
W0069,Night,2025-01-06,7.0,0.875
W0069,Night,2025-01-23,7.0,0.875
W0069,Night,2025-02-26,9.0,1.125
W0069,Night,2025-03-15,10.0,1.25
W0069,Night,2025-03-24,8.0,1.0
W0069,Night,2025-03-25,8.0,1.0
W0069,Night,2025-04-15,6.0,0.75
W0069,Night,2025-04-24,10.0,1.25
W0069,Night,2025-05-01,6.0,0.75
W0069,Night,2025-05-15,7.0,0.875
W0069,Night,2025-05-23,8.0,1.0
W0070,Evening,2025-01-02,8.0,1.0
W0070,Evening,2025-01-03,9.0,1.125
W0070,Evening,2025-01-04,8.0,1.0
W0070,Evening,2025-01-11,6.0,0.75
W0070,Evening,2025-02-19,9.0,1.125
W0070,Evening,2025-02-22,7.0,0.875
W0070,Evening,2025-03-19,9.0,1.125
W0070,Evening,2025-03-29,9.0,1.125
W0070,Evening,2025-05-08,6.0,0.75
W0070,Morning,2025-06-06,8.0,1.0
W0070,Night,2025-01-11,8.0,1.0
W0070,Night,2025-01-23,6.0,0.75
W0070,Night,2025-02-05,9.0,1.125
W0070,Night,2025-02-13,6.0,0.75
W0070,Night,2025-02-23,10.0,1.25
W0070,Night,2025-02-25,6.0,0.75
W0070,Night,2025-03-02,8.0,1.0
W0070,Night,2025-04-23,6.0,0.75
W0070,Night,2025-04-28,9.0,1.125
W0070,Night,2025-05-06,10.0,1.25
W0070,Night,2025-05-10,6.0,0.75
W0070,Night,2025-05-22,7.0,0.875
W0070,Night,2025-06-03,10.0,1.25
W0070,Night,2025-06-05,7.0,0.875
W0070,Night,2025-06-08,9.0,1.125
W0070,Night,2025-06-16,9.0,1.125
W0071,Evening,2025-01-02,7.0,0.875
W0071,Evening,2025-01-12,10.0,1.25
W0071,Evening,2025-01-18,10.0,1.25
W0071,Evening,2025-01-26,9.0,1.125
W0071,Evening,2025-02-19,6.0,0.75
W0071,Evening,2025-03-17,7.0,0.875
W0071,Evening,2025-04-20,8.0,1.0
W0071,Evening,2025-05-04,7.0,0.875
W0071,Evening,2025-05-14,6.0,0.75
W0071,Evening,2025-05-29,10.0,1.25
W0071,Evening,2025-06-22,7.0,0.875
W0071,Morning,2025-01-21,7.0,0.875
W0071,Morning,2025-04-29,10.0,1.25
W0071,Morning,2025-05-21,7.0,0.875
W0071,Morning,2025-06-05,8.0,1.0
W0071,Night,2025-01-18,8.0,1.0
W0071,Night,2025-02-11,9.0,1.125
W0071,Night,2025-02-15,8.0,1.0
W0071,Night,2025-03-13,7.0,0.875
W0071,Night,2025-03-16,8.0,1.0
W0071,Night,2025-03-19,9.0,1.125
W0071,Night,2025-04-22,7.0,0.875
W0071,Night,2025-05-04,8.0,1.0
W0071,Night,2025-05-11,7.0,0.875
W0071,Night,2025-06-02,9.0,1.125
W0071,Night,2025-06-03,10.0,1.25
W0071,Night,2025-06-20,10.0,1.25
W0072,Evening,2025-01-26,6.0,0.75
W0072,Evening,2025-03-18,7.0,0.875
W0072,Evening,2025-03-25,7.0,0.875
W0072,Evening,2025-05-17,9.0,1.125
W0072,Morning,2025-02-02,7.0,0.875
W0072,Morning,2025-02-28,8.0,1.0
W0072,Morning,2025-04-20,10.0,1.25
W0072,Morning,2025-04-24,7.0,0.875
W0072,Morning,2025-04-25,9.0,1.125
W0072,Morning,2025-05-07,8.0,1.0
W0072,Morning,2025-05-26,7.0,0.875
W0072,Morning,2025-06-03,10.0,1.25
W0072,Night,2025-01-13,6.0,0.75
W0072,Night,2025-01-16,9.0,1.125
W0072,Night,2025-01-19,10.0,1.25
W0072,Night,2025-01-29,10.0,1.25
W0072,Night,2025-02-01,7.0,0.875
W0072,Night,2025-02-28,7.0,0.875
W0072,Night,2025-03-06,9.0,1.125
W0072,Night,2025-04-06,10.0,1.25
W0072,Night,2025-06-17,7.0,0.875
W0072,Night,2025-06-21,8.0,1.0
W0073,Evening,2025-02-03,8.0,1.0
W0073,Evening,2025-02-06,10.0,1.25
W0073,Evening,2025-02-16,10.0,1.25
W0073,Evening,2025-03-12,6.0,0.75
W0073,Evening,2025-03-18,12.0,1.5
W0073,Evening,2025-05-29,6.0,0.75
W0073,Morning,2025-01-27,10.0,1.25
W0073,Morning,2025-03-17,7.0,0.875
W0073,Morning,2025-04-20,6.0,0.75
W0073,Morning,2025-06-15,10.0,1.25
W0073,Night,2025-01-08,10.0,1.25
W0073,Night,2025-01-19,10.0,1.25
W0073,Night,2025-02-06,7.0,0.875
W0073,Night,2025-02-07,8.0,1.0
W0073,Night,2025-02-15,8.0,1.0
W0073,Night,2025-02-26,7.0,0.875
W0073,Night,2025-03-01,6.0,0.75
W0073,Night,2025-03-11,8.0,1.0
W0073,Night,2025-03-28,8.0,1.0
W0073,Night,2025-05-03,8.0,1.0
W0073,Night,2025-05-06,8.0,1.0
W0073,Night,2025-06-16,8.0,1.0
W0073,Night,2025-06-21,8.0,1.0
W0074,Evening,2025-01-01,9.0,1.125
W0074,Evening,2025-01-22,10.0,1.25
W0074,Evening,2025-02-10,8.0,1.0
W0074,Evening,2025-02-21,7.0,0.875
W0074,Evening,2025-04-23,7.0,0.875
W0074,Evening,2025-04-28,8.0,1.0
W0074,Evening,2025-05-07,10.0,1.25
W0074,Evening,2025-06-19,10.0,1.25
W0074,Evening,2025-06-21,6.0,0.75
W0074,Evening,2025-06-29,9.0,1.125
W0074,Morning,2025-01-20,6.0,0.75
W0074,Morning,2025-01-21,9.0,1.125
W0074,Morning,2025-02-14,7.0,0.875
W0074,Morning,2025-02-18,10.0,1.25
W0074,Morning,2025-02-25,9.0,1.125
W0074,Morning,2025-03-06,8.0,1.0
W0074,Morning,2025-03-08,8.0,1.0
W0074,Morning,2025-04-02,7.0,0.875
W0074,Morning,2025-05-07,9.0,1.125
W0074,Morning,2025-06-09,7.0,0.875
W0074,Night,2025-01-05,6.0,0.75
W0074,Night,2025-01-14,6.0,0.75
W0074,Night,2025-02-22,10.0,1.25
W0074,Night,2025-02-24,7.0,0.875
W0074,Night,2025-03-05,7.0,0.875
W0074,Night,2025-03-09,10.0,1.25
W0074,Night,2025-03-14,7.0,0.875
W0074,Night,2025-03-16,6.0,0.75
