worker_id,date,total_pick,total_error,operations,shift_hours,pick_rate,error_rate
W0102,2025-04-21,46.0,1,1,0.0,0.0,1.0
W0102,2025-04-30,28.0,1,1,0.0,0.0,1.0
W0103,2025-01-22,36.0,1,1,0.0,0.0,1.0
W0103,2025-01-30,27.0,1,1,0.0,0.0,1.0
W0103,2025-01-31,58.0,1,2,0.0,0.0,0.5
W0103,2025-03-01,33.0,1,1,0.0,0.0,1.0
W0103,2025-04-17,21.0,1,1,0.0,0.0,1.0
W0103,2025-04-22,8.0,1,1,0.0,0.0,1.0
W0103,2025-05-24,5.0,1,1,9.0,0.5555555555555556,1.0
W0104,2025-01-07,22.0,1,1,0.0,0.0,1.0
W0104,2025-02-09,24.0,1,1,0.0,0.0,1.0
W0104,2025-04-30,6.0,1,1,9.0,0.6666666666666666,1.0
W0104,2025-05-27,20.0,1,1,0.0,0.0,1.0
W0104,2025-06-09,15.0,1,1,0.0,0.0,1.0
W0105,2025-01-19,19.0,1,1,0.0,0.0,1.0
W0105,2025-03-01,38.0,1,1,0.0,0.0,1.0
W0105,2025-03-17,37.0,1,1,0.0,0.0,1.0
W0105,2025-05-05,4.0,1,1,7.0,0.5714285714285714,1.0
W0106,2025-04-11,43.0,1,1,0.0,0.0,1.0
W0106,2025-04-23,19.0,1,1,0.0,0.0,1.0
W0106,2025-05-18,12.0,1,1,0.0,0.0,1.0
W0106,2025-05-28,15.0,1,1,0.0,0.0,1.0
W0106,2025-06-23,69.0,1,2,0.0,0.0,0.5
W0107,2025-03-11,1.0,1,1,0.0,0.0,1.0
W0107,2025-04-02,13.0,1,1,0.0,0.0,1.0
W0107,2025-05-15,41.0,1,2,0.0,0.0,0.5
W0107,2025-05-18,88.0,2,2,0.0,0.0,1.0
W0107,2025-06-15,40.0,1,1,0.0,0.0,1.0
W0108,2025-01-23,27.0,1,1,0.0,0.0,1.0
W0108,2025-01-30,41.0,1,1,6.0,6.833333333333333,1.0
W0108,2025-03-11,19.0,1,1,0.0,0.0,1.0
W0108,2025-04-09,13.0,1,1,8.0,1.625,1.0
W0108,2025-05-07,45.0,1,1,0.0,0.0,1.0
W0109,2025-02-11,15.0,1,1,0.0,0.0,1.0
W0109,2025-04-30,26.0,1,1,0.0,0.0,1.0
W0109,2025-06-09,15.0,1,1,0.0,0.0,1.0
W0109,2025-06-18,45.0,1,1,0.0,0.0,1.0
W0109,2025-06-22,76.0,1,2,0.0,0.0,0.5
W0110,2025-03-04,4.0,1,1,0.0,0.0,1.0
W0110,2025-04-19,16.0,1,1,0.0,0.0,1.0
W0111,2025-02-10,35.0,1,1,0.0,0.0,1.0
W0111,2025-03-24,5.0,1,1,0.0,0.0,1.0
W0111,2025-05-06,3.0,1,1,0.0,0.0,1.0
W0111,2025-05-12,68.0,1,2,0.0,0.0,0.5
W0111,2025-06-02,43.0,1,1,0.0,0.0,1.0
W0112,2025-03-19,4.0,1,1,0.0,0.0,1.0
W0112,2025-04-09,14.0,1,1,0.0,0.0,1.0
W0112,2025-04-10,30.0,1,1,0.0,0.0,1.0
W0112,2025-06-24,41.0,1,2,7.0,5.857142857142857,0.5
W0112,2025-06-27,1.0,1,1,0.0,0.0,1.0
W0113,2025-04-27,34.0,1,1,0.0,0.0,1.0
W0113,2025-06-08,27.0,1,1,0.0,0.0,1.0
W0114,2025-01-24,34.0,1,1,0.0,0.0,1.0
W0114,2025-02-21,48.0,1,1,0.0,0.0,1.0
W0114,2025-05-09,21.0,1,1,0.0,0.0,1.0
W0114,2025-05-18,35.0,1,1,0.0,0.0,1.0
W0114,2025-06-14,29.0,1,1,0.0,0.0,1.0
W0115,2025-01-14,17.0,1,1,0.0,0.0,1.0
W0115,2025-04-04,45.0,1,1,9.0,5.0,1.0
W0115,2025-06-15,10.0,1,1,0.0,0.0,1.0
W0116,2025-05-23,44.0,1,1,0.0,0.0,1.0
W0117,2025-01-05,5.0,1,1,0.0,0.0,1.0
W0117,2025-01-17,28.0,1,1,0.0,0.0,1.0
W0117,2025-02-26,30.0,1,1,0.0,0.0,1.0
W0117,2025-04-17,48.0,1,1,0.0,0.0,1.0
W0117,2025-04-27,79.0,1,2,0.0,0.0,0.5
W0118,2025-02-07,48.0,1,1,0.0,0.0,1.0
W0118,2025-03-11,16.0,1,1,0.0,0.0,1.0
W0118,2025-04-15,19.0,1,1,0.0,0.0,1.0
W0118,2025-06-26,31.0,1,1,6.0,5.166666666666667,1.0
W0119,2025-01-03,9.0,1,1,0.0,0.0,1.0
W0119,2025-03-14,49.0,1,2,0.0,0.0,0.5
W0119,2025-03-20,43.0,1,1,0.0,0.0,1.0
W0119,2025-05-17,27.0,1,1,0.0,0.0,1.0
W0119,2025-06-04,3.0,1,1,0.0,0.0,1.0
W0120,2025-03-25,26.0,1,1,0.0,0.0,1.0
W0120,2025-05-11,49.0,1,1,9.0,5.444444444444445,1.0
W0121,2025-01-06,25.0,1,1,0.0,0.0,1.0
W0121,2025-06-01,22.0,1,1,0.0,0.0,1.0
W0121,2025-06-13,19.0,1,1,0.0,0.0,1.0
W0122,2025-01-03,32.0,1,1,0.0,0.0,1.0
W0122,2025-01-09,27.0,1,1,0.0,0.0,1.0
W0122,2025-02-04,7.0,1,1,0.0,0.0,1.0
W0122,2025-02-13,19.0,1,1,0.0,0.0,1.0
W0122,2025-02-15,5.0,1,1,0.0,0.0,1.0
W0122,2025-02-27,22.0,2,2,0.0,0.0,1.0
W0123,2025-01-01,2.0,1,1,0.0,0.0,1.0
W0123,2025-02-01,48.0,1,1,0.0,0.0,1.0
W0123,2025-02-22,36.0,1,2,0.0,0.0,0.5
W0123,2025-04-07,34.0,1,1,6.0,5.666666666666667,1.0
W0123,2025-04-26,92.0,1,2,0.0,0.0,0.5
W0123,2025-06-29,44.0,1,1,7.0,6.285714285714286,1.0
W0124,2025-01-13,26.0,1,1,0.0,0.0,1.0
W0124,2025-03-26,16.0,1,1,0.0,0.0,1.0
W0124,2025-05-15,9.0,1,1,9.0,1.0,1.0
W0124,2025-06-08,43.0,1,1,0.0,0.0,1.0
W0124,2025-06-16,49.0,1,1,0.0,0.0,1.0
W0125,2025-01-01,2.0,1,1,0.0,0.0,1.0
W0125,2025-02-11,42.0,1,1,0.0,0.0,1.0
W0125,2025-02-28,28.0,1,1,0.0,0.0,1.0
W0125,2025-03-09,9.0,1,1,0.0,0.0,1.0
W0125,2025-03-25,21.0,1,1,0.0,0.0,1.0
W0125,2025-05-18,37.0,1,1,9.0,4.111111111111111,1.0
W0125,2025-06-05,15.0,1,1,0.0,0.0,1.0
W0126,2025-01-28,4.0,1,1,0.0,0.0,1.0
W0126,2025-02-18,17.0,1,1,0.0,0.0,1.0
W0126,2025-04-22,13.0,1,1,0.0,0.0,1.0
W0126,2025-04-27,36.0,2,2,0.0,0.0,1.0
W0127,2025-01-13,17.0,1,1,0.0,0.0,1.0
W0127,2025-02-09,24.0,1,1,0.0,0.0,1.0
W0127,2025-04-13,27.0,1,1,9.0,3.0,1.0
W0127,2025-05-19,46.0,1,1,7.0,6.571428571428571,1.0
W0127,2025-06-13,26.0,1,1,0.0,0.0,1.0
W0127,2025-06-18,40.0,1,1,6.0,6.666666666666667,1.0
W0128,2025-01-28,11.0,1,1,0.0,0.0,1.0
W0128,2025-03-02,33.0,1,1,0.0,0.0,1.0
W0128,2025-03-15,45.0,1,1,0.0,0.0,1.0
W0128,2025-06-24,11.0,1,1,0.0,0.0,1.0
W0129,2025-01-17,36.0,1,1,0.0,0.0,1.0
W0129,2025-02-22,27.0,1,1,0.0,0.0,1.0
W0129,2025-03-11,45.0,1,1,0.0,0.0,1.0
W0129,2025-04-09,29.0,1,1,7.0,4.142857142857143,1.0
W0129,2025-05-22,23.0,1,1,17.0,1.3529411764705883,1.0
W0129,2025-06-16,42.0,1,2,0.0,0.0,0.5
W0129,2025-06-22,34.0,1,1,0.0,0.0,1.0
W0130,2025-01-30,39.0,1,1,0.0,0.0,1.0
W0130,2025-02-01,41.0,1,1,0.0,0.0,1.0
W0130,2025-02-27,44.0,1,1,8.0,5.5,1.0
W0130,2025-03-26,3.0,1,1,0.0,0.0,1.0
W0130,2025-04-02,32.0,1,1,0.0,0.0,1.0
W0130,2025-04-16,40.0,1,1,0.0,0.0,1.0
W0130,2025-05-10,45.0,1,1,0.0,0.0,1.0
W0130,2025-05-12,27.0,1,1,0.0,0.0,1.0
W0130,2025-06-26,30.0,1,1,0.0,0.0,1.0
W0131,2025-04-10,17.0,1,1,14.0,1.2142857142857142,1.0
W0131,2025-05-02,34.0,1,1,7.0,4.857142857142857,1.0
W0132,2025-01-14,33.0,1,1,9.0,3.6666666666666665,1.0
W0132,2025-05-01,17.0,1,1,0.0,0.0,1.0
W0133,2025-02-20,11.0,1,1,0.0,0.0,1.0
W0133,2025-03-20,42.0,1,1,8.0,5.25,1.0
W0133,2025-05-06,13.0,1,1,0.0,0.0,1.0
W0133,2025-05-28,47.0,1,1,0.0,0.0,1.0
W0134,2025-05-20,38.0,1,1,0.0,0.0,1.0
W0134,2025-06-06,11.0,1,1,0.0,0.0,1.0
W0134,2025-06-20,17.0,1,1,0.0,0.0,1.0
W0134,2025-06-27,18.0,1,1,0.0,0.0,1.0
W0135,2025-01-11,20.0,1,1,0.0,0.0,1.0
W0136,2025-03-11,18.0,1,1,0.0,0.0,1.0
W0136,2025-04-15,26.0,1,1,0.0,0.0,1.0
W0136,2025-05-11,9.0,1,1,10.0,0.9,1.0
W0136,2025-05-31,11.0,1,1,0.0,0.0,1.0
W0136,2025-06-13,32.0,1,1,10.0,3.2,1.0
W0136,2025-06-19,2.0,1,1,8.0,0.25,1.0
W0137,2025-01-21,82.0,1,2,0.0,0.0,0.5
W0137,2025-01-23,58.0,2,2,0.0,0.0,1.0
W0137,2025-03-04,21.0,1,1,0.0,0.0,1.0
W0137,2025-03-07,37.0,1,1,0.0,0.0,1.0
W0137,2025-03-29,44.0,1,1,0.0,0.0,1.0
W0138,2025-01-11,12.0,1,1,0.0,0.0,1.0
W0138,2025-01-18,10.0,1,1,6.0,1.6666666666666667,1.0
W0138,2025-02-16,35.0,1,1,0.0,0.0,1.0
W0138,2025-05-20,29.0,1,1,0.0,0.0,1.0
W0139,2025-01-22,7.0,1,1,10.0,0.7,1.0
W0139,2025-03-04,24.0,1,1,0.0,0.0,1.0
W0139,2025-03-06,18.0,1,1,0.0,0.0,1.0
W0139,2025-03-10,5.0,1,1,0.0,0.0,1.0
W0139,2025-05-08,40.0,1,1,9.0,4.444444444444445,1.0
W0139,2025-06-02,27.0,1,1,0.0,0.0,1.0
W0140,2025-02-08,36.0,1,1,0.0,0.0,1.0
W0140,2025-02-17,48.0,1,1,0.0,0.0,1.0
W0140,2025-02-28,13.0,1,1,0.0,0.0,1.0
W0140,2025-03-21,7.0,1,1,0.0,0.0,1.0
W0140,2025-06-18,17.0,1,1,10.0,1.7,1.0
W0141,2025-01-01,44.0,1,1,0.0,0.0,1.0
W0141,2025-05-30,9.0,1,1,0.0,0.0,1.0
W0141,2025-06-23,1.0,1,1,0.0,0.0,1.0
W0141,2025-06-26,88.0,1,2,0.0,0.0,0.5
W0142,2025-01-28,5.0,1,1,0.0,0.0,1.0
W0142,2025-02-02,41.0,1,1,0.0,0.0,1.0
W0142,2025-04-07,17.0,1,1,0.0,0.0,1.0
W0142,2025-05-07,11.0,1,1,0.0,0.0,1.0
W0142,2025-05-10,6.0,1,1,0.0,0.0,1.0
W0142,2025-06-05,28.0,1,1,0.0,0.0,1.0
W0143,2025-01-24,25.0,1,1,0.0,0.0,1.0
W0143,2025-05-10,46.0,1,1,0.0,0.0,1.0
W0144,2025-03-06,31.0,1,1,0.0,0.0,1.0
W0144,2025-03-21,27.0,1,1,0.0,0.0,1.0
W0144,2025-03-23,9.0,1,1,0.0,0.0,1.0
W0144,2025-04-09,34.0,1,1,0.0,0.0,1.0
W0144,2025-04-27,45.0,1,1,14.0,3.2142857142857144,1.0
W0144,2025-05-23,17.0,1,1,0.0,0.0,1.0
W0145,2025-03-15,27.0,1,1,0.0,0.0,1.0
W0145,2025-03-30,44.0,1,1,0.0,0.0,1.0
W0145,2025-05-05,17.0,1,1,0.0,0.0,1.0
W0145,2025-05-30,3.0,1,1,0.0,0.0,1.0
W0145,2025-06-19,37.0,1,1,8.0,4.625,1.0
W0146,2025-01-11,26.0,1,1,0.0,0.0,1.0
W0146,2025-01-14,48.0,1,1,0.0,0.0,1.0
W0146,2025-01-29,4.0,1,1,0.0,0.0,1.0
W0146,2025-02-22,20.0,1,1,0.0,0.0,1.0
W0146,2025-02-25,4.0,1,1,0.0,0.0,1.0
W0146,2025-03-08,35.0,1,1,0.0,0.0,1.0
W0146,2025-04-20,40.0,1,1,0.0,0.0,1.0
W0147,2025-01-24,7.0,1,1,0.0,0.0,1.0
W0147,2025-03-16,12.0,1,1,6.0,2.0,1.0
W0147,2025-04-22,31.0,1,1,6.0,5.166666666666667,1.0
W0147,2025-04-25,22.0,1,1,0.0,0.0,1.0
W0147,2025-05-14,28.0,1,1,0.0,0.0,1.0
W0147,2025-05-22,30.0,1,1,0.0,0.0,1.0
W0148,2025-03-03,23.0,1,1,6.0,3.8333333333333335,1.0
W0148,2025-03-14,8.0,1,1,0.0,0.0,1.0
W0148,2025-03-26,22.0,1,1,0.0,0.0,1.0
W0148,2025-04-08,14.0,1,2,0.0,0.0,0.5
W0149,2025-01-19,12.0,1,1,0.0,0.0,1.0
W0149,2025-01-24,42.0,1,1,6.0,7.0,1.0
W0149,2025-03-13,20.0,1,1,0.0,0.0,1.0
W0149,2025-03-18,9.0,1,1,0.0,0.0,1.0
W0149,2025-04-13,33.0,1,1,0.0,0.0,1.0
W0149,2025-05-15,29.0,1,1,0.0,0.0,1.0
W0149,2025-05-21,26.0,1,1,0.0,0.0,1.0
W0149,2025-06-18,6.0,1,1,0.0,0.0,1.0
W0149,2025-06-23,33.0,1,2,0.0,0.0,0.5
W0150,2025-01-07,49.0,1,1,0.0,0.0,1.0
W0150,2025-01-20,46.0,1,1,0.0,0.0,1.0
W0150,2025-05-04,47.0,1,1,0.0,0.0,1.0
W0151,2025-01-08,10.0,1,1,0.0,0.0,1.0
W0151,2025-01-18,8.0,1,1,0.0,0.0,1.0
W0151,2025-03-07,19.0,1,1,0.0,0.0,1.0
W0151,2025-05-16,6.0,1,1,0.0,0.0,1.0
W0151,2025-05-18,6.0,1,1,0.0,0.0,1.0
W0151,2025-05-29,25.0,1,1,7.0,3.5714285714285716,1.0
W0152,2025-01-18,29.0,1,1,0.0,0.0,1.0
W0152,2025-03-23,9.0,1,1,0.0,0.0,1.0
W0152,2025-05-24,34.0,1,1,0.0,0.0,1.0
W0152,2025-06-14,9.0,1,1,0.0,0.0,1.0
W0153,2025-02-04,22.0,1,1,0.0,0.0,1.0
W0154,2025-01-03,23.0,1,1,0.0,0.0,1.0
W0154,2025-03-30,11.0,1,1,0.0,0.0,1.0
W0154,2025-04-13,32.0,1,1,0.0,0.0,1.0
W0154,2025-04-29,33.0,1,1,0.0,0.0,1.0
W0155,2025-01-30,32.0,1,1,0.0,0.0,1.0
W0155,2025-02-24,20.0,1,1,0.0,0.0,1.0
W0155,2025-03-12,49.0,1,1,0.0,0.0,1.0
W0155,2025-06-27,8.0,1,1,0.0,0.0,1.0
W0156,2025-02-22,53.0,1,2,0.0,0.0,0.5
W0156,2025-02-25,39.0,1,1,0.0,0.0,1.0
W0157,2025-01-14,21.0,1,1,0.0,0.0,1.0
W0157,2025-02-08,15.0,1,1,0.0,0.0,1.0
W0157,2025-05-13,38.0,1,2,6.0,6.333333333333333,0.5
W0157,2025-05-27,47.0,1,1,0.0,0.0,1.0
W0158,2025-01-04,10.0,1,1,0.0,0.0,1.0
W0158,2025-02-11,6.0,1,1,0.0,0.0,1.0
W0158,2025-03-09,21.0,1,1,0.0,0.0,1.0
W0158,2025-04-03,44.0,1,1,0.0,0.0,1.0
W0158,2025-05-03,16.0,1,1,0.0,0.0,1.0
W0158,2025-05-12,44.0,1,2,0.0,0.0,0.5
W0158,2025-05-24,25.0,1,1,0.0,0.0,1.0
W0158,2025-06-23,24.0,1,1,0.0,0.0,1.0
W0158,2025-06-26,41.0,1,1,0.0,0.0,1.0
W0159,2025-01-06,48.0,1,1,0.0,0.0,1.0
W0159,2025-02-15,21.0,1,1,0.0,0.0,1.0
W0159,2025-04-26,55.0,1,2,0.0,0.0,0.5
W0159,2025-05-07,24.0,1,1,7.0,3.4285714285714284,1.0
W0159,2025-05-14,39.0,1,1,0.0,0.0,1.0
W0159,2025-05-27,42.0,1,1,0.0,0.0,1.0
W0159,2025-06-21,19.0,1,1,0.0,0.0,1.0
W0160,2025-01-30,17.0,1,1,10.0,1.7,1.0
W0160,2025-03-13,35.0,1,1,0.0,0.0,1.0
W0160,2025-03-25,28.0,1,1,0.0,0.0,1.0
W0160,2025-03-27,31.0,1,1,0.0,0.0,1.0
W0161,2025-02-12,34.0,1,1,0.0,0.0,1.0
W0161,2025-04-12,24.0,1,1,0.0,0.0,1.0
W0161,2025-06-08,17.0,1,1,0.0,0.0,1.0
W0162,2025-03-12,16.0,1,1,6.0,2.6666666666666665,1.0
W0162,2025-03-31,5.0,1,1,0.0,0.0,1.0
W0162,2025-04-13,38.0,1,1,9.0,4.222222222222222,1.0
W0162,2025-04-15,37.0,1,1,0.0,0.0,1.0
W0162,2025-05-08,24.0,1,1,6.0,4.0,1.0
W0162,2025-05-15,8.0,1,1,0.0,0.0,1.0
W0163,2025-01-08,41.0,1,1,6.0,6.833333333333333,1.0
W0163,2025-03-06,16.0,1,1,0.0,0.0,1.0
W0163,2025-03-19,36.0,1,1,10.0,3.6,1.0
W0163,2025-05-08,24.0,1,1,0.0,0.0,1.0
W0164,2025-01-18,5.0,1,1,0.0,0.0,1.0
W0165,2025-03-29,30.0,1,1,0.0,0.0,1.0
W0165,2025-04-04,30.0,1,1,6.0,5.0,1.0
W0165,2025-04-23,4.0,1,1,0.0,0.0,1.0
W0165,2025-04-26,3.0,1,1,0.0,0.0,1.0
W0165,2025-05-02,17.0,1,1,0.0,0.0,1.0
W0165,2025-05-14,43.0,1,1,0.0,0.0,1.0
W0166,2025-01-07,21.0,1,1,14.0,1.5,1.0
W0166,2025-02-21,48.0,1,1,0.0,0.0,1.0
W0166,2025-03-24,43.0,1,1,0.0,0.0,1.0
W0166,2025-05-15,33.0,1,1,0.0,0.0,1.0
W0166,2025-05-21,26.0,1,1,0.0,0.0,1.0
W0166,2025-06-26,34.0,1,1,0.0,0.0,1.0
W0167,2025-03-03,19.0,1,1,0.0,0.0,1.0
W0167,2025-03-28,28.0,1,1,0.0,0.0,1.0
W0167,2025-06-08,42.0,1,1,8.0,5.25,1.0
W0167,2025-06-11,36.0,1,1,0.0,0.0,1.0
W0168,2025-01-17,30.0,1,1,0.0,0.0,1.0
W0168,2025-03-02,13.0,1,1,0.0,0.0,1.0
W0168,2025-03-21,26.0,1,1,0.0,0.0,1.0
W0169,2025-03-05,14.0,1,1,10.0,1.4,1.0
W0169,2025-03-20,24.0,1,1,7.0,3.4285714285714284,1.0
W0169,2025-04-29,15.0,1,1,9.0,1.6666666666666667,1.0
W0169,2025-05-26,14.0,1,1,9.0,1.5555555555555556,1.0
W0170,2025-02-10,33.0,1,1,0.0,0.0,1.0
W0170,2025-02-13,7.0,1,1,8.0,0.875,1.0
W0170,2025-02-28,30.0,1,1,0.0,0.0,1.0
W0170,2025-03-15,38.0,1,1,7.0,5.428571428571429,1.0
W0170,2025-03-18,19.0,1,1,0.0,0.0,1.0
W0170,2025-04-07,4.0,1,1,0.0,0.0,1.0
W0170,2025-05-03,43.0,1,1,0.0,0.0,1.0
W0170,2025-05-17,8.0,1,1,9.0,0.8888888888888888,1.0
W0171,2025-02-28,1.0,1,1,0.0,0.0,1.0
W0171,2025-03-02,47.0,1,1,0.0,0.0,1.0
W0171,2025-03-11,39.0,1,1,0.0,0.0,1.0
W0171,2025-04-03,35.0,1,1,0.0,0.0,1.0
W0171,2025-05-18,19.0,1,1,0.0,0.0,1.0
W0171,2025-06-09,46.0,1,1,0.0,0.0,1.0
W0172,2025-01-21,13.0,1,1,0.0,0.0,1.0
W0172,2025-02-25,34.0,1,1,0.0,0.0,1.0
W0172,2025-04-26,30.0,1,1,0.0,0.0,1.0
W0172,2025-06-20,18.0,1,1,0.0,0.0,1.0
W0173,2025-01-30,43.0,1,1,0.0,0.0,1.0
W0173,2025-02-12,62.0,1,2,0.0,0.0,0.5
W0173,2025-05-01,11.0,1,1,6.0,1.8333333333333333,1.0
W0174,2025-03-28,23.0,1,1,0.0,0.0,1.0
W0174,2025-06-21,13.0,1,1,0.0,0.0,1.0
W0175,2025-03-30,16.0,1,1,0.0,0.0,1.0
W0175,2025-04-11,3.0,1,1,0.0,0.0,1.0
W0175,2025-04-18,7.0,1,1,0.0,0.0,1.0
W0175,2025-05-12,3.0,1,1,0.0,0.0,1.0
W0176,2025-01-17,15.0,1,1,0.0,0.0,1.0
W0176,2025-01-28,1.0,1,1,7.0,0.14285714285714285,1.0
W0176,2025-04-03,25.0,1,1,0.0,0.0,1.0
W0176,2025-04-08,41.0,1,1,0.0,0.0,1.0
W0176,2025-05-03,22.0,1,1,0.0,0.0,1.0
W0177,2025-03-26,68.0,1,2,9.0,7.555555555555555,0.5
W0177,2025-06-11,41.0,1,1,8.0,5.125,1.0
W0177,2025-06-24,46.0,1,1,0.0,0.0,1.0
W0178,2025-01-18,26.0,1,1,0.0,0.0,1.0
W0178,2025-02-27,16.0,1,1,0.0,0.0,1.0
W0178,2025-03-11,41.0,1,1,0.0,0.0,1.0
W0178,2025-04-21,3.0,1,1,0.0,0.0,1.0
W0178,2025-04-26,17.0,1,1,0.0,0.0,1.0
W0178,2025-05-06,9.0,1,1,0.0,0.0,1.0
W0178,2025-05-12,37.0,2,2,0.0,0.0,1.0
W0178,2025-06-19,45.0,1,1,0.0,0.0,1.0
W0178,2025-06-24,21.0,1,1,9.0,2.3333333333333335,1.0
W0179,2025-01-09,48.0,1,2,0.0,0.0,0.5
W0179,2025-01-10,32.0,1,1,0.0,0.0,1.0
W0179,2025-02-08,27.0,1,1,0.0,0.0,1.0
W0179,2025-02-23,24.0,1,1,0.0,0.0,1.0
W0180,2025-01-06,23.0,1,1,0.0,0.0,1.0
W0180,2025-01-29,49.0,1,2,0.0,0.0,0.5
W0181,2025-01-07,46.0,1,1,0.0,0.0,1.0
W0181,2025-01-19,1.0,1,1,0.0,0.0,1.0
W0181,2025-03-27,35.0,1,1,9.0,3.888888888888889,1.0
W0181,2025-04-16,9.0,1,1,0.0,0.0,1.0
W0181,2025-06-08,4.0,1,1,0.0,0.0,1.0
W0182,2025-02-02,63.0,1,2,0.0,0.0,0.5
W0182,2025-03-01,10.0,1,1,0.0,0.0,1.0
W0182,2025-03-03,39.0,1,1,0.0,0.0,1.0
W0182,2025-03-12,3.0,1,1,0.0,0.0,1.0
W0182,2025-06-28,12.0,1,1,7.0,1.7142857142857142,1.0
W0183,2025-02-28,31.0,1,1,0.0,0.0,1.0
W0183,2025-03-20,19.0,1,2,0.0,0.0,0.5
W0183,2025-06-21,33.0,1,1,0.0,0.0,1.0
W0184,2025-04-02,31.0,1,1,0.0,0.0,1.0
W0184,2025-04-14,35.0,1,1,0.0,0.0,1.0
W0184,2025-05-20,11.0,1,1,0.0,0.0,1.0
W0185,2025-02-03,41.0,1,1,0.0,0.0,1.0
W0185,2025-02-17,2.0,1,1,0.0,0.0,1.0
W0185,2025-03-25,32.0,1,1,0.0,0.0,1.0
W0185,2025-04-24,38.0,1,1,0.0,0.0,1.0
W0185,2025-04-29,30.0,1,1,0.0,0.0,1.0
W0185,2025-06-01,27.0,1,1,6.0,4.5,1.0
W0185,2025-06-26,11.0,1,1,10.0,1.1,1.0
W0185,2025-06-27,22.0,1,1,0.0,0.0,1.0
W0186,2025-03-15,34.0,1,1,0.0,0.0,1.0
W0186,2025-04-25,14.0,1,1,0.0,0.0,1.0
W0186,2025-05-01,38.0,1,1,0.0,0.0,1.0
W0186,2025-05-30,4.0,1,1,6.0,0.6666666666666666,1.0
W0187,2025-02-05,30.0,1,1,0.0,0.0,1.0
W0187,2025-02-13,20.0,1,1,0.0,0.0,1.0
W0187,2025-05-09,39.0,1,1,0.0,0.0,1.0
W0188,2025-03-31,47.0,1,1,0.0,0.0,1.0
W0189,2025-01-02,33.0,1,1,0.0,0.0,1.0
W0189,2025-01-15,26.0,1,1,0.0,0.0,1.0
W0190,2025-03-19,7.0,1,1,0.0,0.0,1.0
W0190,2025-05-17,27.0,1,1,0.0,0.0,1.0
W0191,2025-04-10,5.0,1,1,0.0,0.0,1.0
W0191,2025-06-20,10.0,1,1,0.0,0.0,1.0
W0192,2025-02-17,10.0,1,1,0.0,0.0,1.0
W0192,2025-02-28,24.0,1,1,0.0,0.0,1.0
W0192,2025-03-04,28.0,1,1,0.0,0.0,1.0
W0192,2025-03-29,29.0,1,1,0.0,0.0,1.0
W0192,2025-03-30,13.0,1,1,8.0,1.625,1.0
W0192,2025-04-06,43.0,1,1,0.0,0.0,1.0
W0192,2025-06-28,30.0,1,1,0.0,0.0,1.0
W0193,2025-02-23,3.0,1,1,10.0,0.3,1.0
W0193,2025-03-04,44.0,1,1,0.0,0.0,1.0
W0194,2025-02-02,11.0,1,1,0.0,0.0,1.0
W0194,2025-02-26,8.0,1,1,0.0,0.0,1.0
W0194,2025-03-02,31.0,1,1,0.0,0.0,1.0
W0194,2025-03-05,10.0,1,1,8.0,1.25,1.0
W0194,2025-03-11,5.0,1,1,0.0,0.0,1.0
W0194,2025-04-08,30.0,1,2,0.0,0.0,0.5
W0194,2025-05-07,13.0,1,1,0.0,0.0,1.0
W0194,2025-05-19,39.0,1,1,0.0,0.0,1.0
W0194,2025-06-22,22.0,1,1,0.0,0.0,1.0
W0195,2025-01-29,11.0,1,1,0.0,0.0,1.0
W0195,2025-05-06,1.0,1,1,0.0,0.0,1.0
W0195,2025-05-08,20.0,1,1,0.0,0.0,1.0
W0195,2025-06-16,48.0,1,1,0.0,0.0,1.0
W0195,2025-06-19,26.0,1,1,8.0,3.25,1.0
W0196,2025-01-02,23.0,1,1,0.0,0.0,1.0
W0196,2025-02-14,24.0,1,1,0.0,0.0,1.0
W0196,2025-06-19,4.0,1,1,0.0,0.0,1.0
W0197,2025-01-18,14.0,1,1,0.0,0.0,1.0
W0197,2025-04-08,7.0,1,1,7.0,1.0,1.0
W0197,2025-04-29,42.0,1,1,0.0,0.0,1.0
W0198,2025-01-10,16.0,1,1,0.0,0.0,1.0
W0198,2025-01-12,3.0,1,1,0.0,0.0,1.0
W0198,2025-02-02,19.0,1,1,0.0,0.0,1.0
W0198,2025-02-17,47.0,1,2,0.0,0.0,0.5
W0198,2025-03-21,1.0,1,1,0.0,0.0,1.0
W0198,2025-04-16,55.0,1,2,0.0,0.0,0.5
W0198,2025-04-20,29.0,1,1,0.0,0.0,1.0
W0198,2025-05-16,39.0,1,1,0.0,0.0,1.0
W0198,2025-05-22,32.0,1,1,0.0,0.0,1.0
W0199,2025-03-08,36.0,1,1,0.0,0.0,1.0
W0199,2025-03-09,39.0,1,1,0.0,0.0,1.0
W0199,2025-05-15,1.0,1,1,0.0,0.0,1.0
W0200,2025-01-04,10.0,1,1,0.0,0.0,1.0
W0200,2025-02-17,44.0,1,1,0.0,0.0,1.0
W0200,2025-03-25,9.0,1,1,0.0,0.0,1.0
W0200,2025-04-16,45.0,1,1,0.0,0.0,1.0
W0200,2025-05-29,15.0,1,1,0.0,0.0,1.0
W0200,2025-06-22,29.0,1,1,0.0,0.0,1.0
W0201,2025-02-25,29.0,1,1,0.0,0.0,1.0
W0201,2025-03-24,27.0,1,1,0.0,0.0,1.0
