log_id,worker_id,shift,login_time,logout_time,shift_hours
LOG202095,W0135,Night,2025-04-11 16:04:00,2025-04-12 00:04:00,8.0
LOG202096,W0094,Night,2025-02-11 07:52:00,2025-02-11 17:52:00,10.0
LOG202097,W0469,Evening,2025-03-05 06:44:00,2025-03-05 15:44:00,9.0
LOG202098,W0077,Evening,2025-06-08 20:07:00,2025-06-09 06:07:00,10.0
LOG202101,W0214,Evening,2025-04-16 04:41:00,2025-04-16 14:41:00,10.0
LOG202103,W0450,Night,2025-04-07 02:55:00,2025-04-07 09:55:00,7.0
LOG202104,W0047,Evening,2025-03-08 23:02:00,2025-03-09 08:02:00,9.0
LOG202106,W0299,Night,2025-02-13 23:23:00,2025-02-14 07:23:00,8.0
LOG202107,W0437,Night,2025-04-11 16:47:00,2025-04-11 22:47:00,6.0
LOG202108,W0043,Night,2025-03-18 18:27:00,2025-03-19 03:27:00,9.0
LOG202111,W0446,Evening,2025-01-24 03:58:00,2025-01-24 12:58:00,9.0
LOG202112,W0283,Night,2025-02-02 01:09:00,2025-02-02 10:09:00,9.0
LOG202113,W0286,Night,2025-01-21 12:05:00,2025-01-21 18:05:00,6.0
LOG202115,W0467,Morning,2025-05-08 01:30:00,2025-05-08 09:30:00,8.0
LOG202116,W0290,Night,2025-06-05 05:36:00,2025-06-05 12:36:00,7.0
LOG202118,W0324,Morning,2025-03-20 11:34:00,2025-03-20 17:34:00,6.0
LOG202119,W0043,Morning,2025-03-03 14:11:00,2025-03-04 00:11:00,10.0
LOG202120,W0089,Morning,2025-03-22 13:08:00,2025-03-22 19:08:00,6.0
LOG202121,W0185,Morning,2025-06-15 18:06:00,2025-06-16 01:06:00,7.0
LOG202126,W0257,Night,2025-06-04 12:41:00,2025-06-04 22:41:00,10.0
LOG202127,W0362,Night,2025-06-29 10:12:00,2025-06-29 17:12:00,7.0
LOG202128,W0486,Evening,2025-04-05 19:03:00,2025-04-06 04:03:00,9.0
LOG202130,W0074,Evening,2025-06-19 23:13:00,2025-06-20 09:13:00,10.0
LOG202131,W0121,Morning,2025-05-11 14:39:00,2025-05-11 23:39:00,9.0
LOG202133,W0482,Morning,2025-03-24 19:45:00,2025-03-25 03:45:00,8.0
LOG202134,W0023,Night,2025-01-31 03:03:00,2025-01-31 11:03:00,8.0
LOG202136,W0019,Night,2025-03-26 14:35:00,2025-03-26 22:35:00,8.0
LOG202138,W0361,Morning,2025-03-11 19:24:00,2025-03-12 04:24:00,9.0
LOG202140,W0191,Evening,2025-06-15 18:54:00,2025-06-16 01:54:00,7.0
LOG202141,W0339,Night,2025-04-04 13:15:00,2025-04-04 21:15:00,8.0
LOG202142,W0270,Night,2025-03-29 19:26:00,2025-03-30 02:26:00,7.0
LOG202143,W0040,Evening,2025-05-30 09:00:00,2025-05-30 15:00:00,6.0
LOG202144,W0068,Evening,2025-04-02 14:26:00,2025-04-02 22:26:00,8.0
LOG202145,W0223,Night,2025-03-08 04:25:00,2025-03-08 14:25:00,10.0
LOG202146,W0156,Evening,2025-03-21 05:36:00,2025-03-21 12:36:00,7.0
LOG202147,W0080,Evening,2025-05-01 01:34:00,2025-05-01 11:34:00,10.0
LOG202148,W0478,Night,2025-05-18 07:34:00,2025-05-18 13:34:00,6.0
LOG202149,W0495,Evening,2025-06-25 21:40:00,2025-06-26 06:40:00,9.0
LOG202150,W0222,Morning,2025-05-15 00:05:00,2025-05-15 06:05:00,6.0
LOG202151,W0363,Night,2025-02-25 17:28:00,2025-02-26 01:28:00,8.0
LOG202152,W0091,Night,2025-02-11 06:03:00,2025-02-11 16:03:00,10.0
LOG202154,W0261,Night,2025-05-16 16:10:00,2025-05-17 01:10:00,9.0
LOG202155,W0359,Morning,2025-03-05 06:25:00,2025-03-05 15:25:00,9.0
LOG202156,W0102,Evening,2025-06-05 02:15:00,2025-06-05 11:15:00,9.0
LOG202157,W0286,Night,2025-04-21 21:27:00,2025-04-22 03:27:00,6.0
LOG202158,W0496,Morning,2025-02-03 12:01:00,2025-02-03 22:01:00,10.0
LOG202159,W0069,Night,2025-05-01 10:31:00,2025-05-01 16:31:00,6.0
LOG202160,W0033,Evening,2025-02-06 20:52:00,2025-02-07 03:52:00,7.0
LOG202162,W0222,Morning,2025-04-24 20:01:00,2025-04-25 06:01:00,10.0
LOG202163,W0013,Night,2025-03-21 08:13:00,2025-03-21 16:13:00,8.0
LOG202165,W0426,Night,2025-02-27 03:57:00,2025-02-27 12:57:00,9.0
LOG202166,W0116,Morning,2025-04-17 18:07:00,2025-04-18 02:07:00,8.0
LOG202167,W0207,Evening,2025-02-02 12:52:00,2025-02-02 18:52:00,6.0
LOG202169,W0359,Evening,2025-03-10 02:45:00,2025-03-10 08:45:00,6.0
LOG202171,W0262,Night,2025-03-15 08:25:00,2025-03-15 15:25:00,7.0
LOG202173,W0413,Evening,2025-02-27 02:28:00,2025-02-27 12:28:00,10.0
LOG202174,W0352,Night,2025-03-18 06:12:00,2025-03-18 13:12:00,7.0
LOG202175,W0456,Morning,2025-03-22 09:42:00,2025-03-22 15:42:00,6.0
LOG202177,W0344,Night,2025-05-04 09:12:00,2025-05-04 16:12:00,7.0
LOG202178,W0114,Morning,2025-03-29 02:25:00,2025-03-29 09:25:00,7.0
LOG202179,W0199,Night,2025-03-14 13:12:00,2025-03-14 20:12:00,7.0
LOG202181,W0486,Night,2025-01-16 06:44:00,2025-01-16 16:44:00,10.0
LOG202182,W0500,Night,2025-05-23 21:42:00,2025-05-24 04:42:00,7.0
LOG202183,W0034,Evening,2025-04-30 03:24:00,2025-04-30 10:24:00,7.0
LOG202184,W0283,Morning,2025-06-02 15:29:00,2025-06-02 22:29:00,7.0
LOG202188,W0323,Morning,2025-01-14 22:00:00,2025-01-15 05:00:00,7.0
LOG202189,W0106,Evening,2025-05-12 21:07:00,2025-05-13 07:07:00,10.0
LOG202191,W0132,Morning,2025-06-18 01:20:00,2025-06-18 09:20:00,8.0
LOG202192,W0499,Night,2025-03-22 23:10:00,2025-03-23 06:10:00,7.0
LOG202194,W0248,Evening,2025-01-13 12:45:00,2025-01-13 18:45:00,6.0
LOG202195,W0282,Night,2025-06-22 15:03:00,2025-06-22 21:03:00,6.0
LOG202196,W0247,Evening,2025-05-05 22:45:00,2025-05-06 04:45:00,6.0
LOG202197,W0363,Evening,2025-05-05 05:22:00,2025-05-05 12:22:00,7.0
LOG202198,W0136,Night,2025-04-10 09:28:00,2025-04-10 17:28:00,8.0
LOG202199,W0209,Night,2025-04-05 08:47:00,2025-04-05 18:47:00,10.0
LOG202200,W0474,Night,2025-04-04 13:46:00,2025-04-04 19:46:00,6.0
LOG202201,W0063,Morning,2025-01-19 01:07:00,2025-01-19 07:07:00,6.0
LOG202202,W0403,Evening,2025-05-12 21:34:00,2025-05-13 06:34:00,9.0
LOG202203,W0411,Evening,2025-02-11 11:22:00,2025-02-11 20:22:00,9.0
LOG202205,W0109,Morning,2025-06-17 01:32:00,2025-06-17 09:32:00,8.0
LOG202206,W0350,Night,2025-04-07 14:52:00,2025-04-07 23:52:00,9.0
LOG202207,W0245,Evening,2025-04-30 17:30:00,2025-05-01 02:30:00,9.0
LOG202210,W0442,Morning,2025-06-13 02:24:00,2025-06-13 12:24:00,10.0
LOG202211,W0022,Night,2025-03-04 03:03:00,2025-03-04 11:03:00,8.0
LOG202213,W0240,Night,2025-04-13 13:43:00,2025-04-13 22:43:00,9.0
LOG202214,W0480,Morning,2025-01-15 08:22:00,2025-01-15 14:22:00,6.0
LOG202218,W0166,Night,2025-05-14 13:52:00,2025-05-14 19:52:00,6.0
LOG202219,W0305,Evening,2025-04-13 23:50:00,2025-04-14 09:50:00,10.0
LOG202221,W0253,Night,2025-04-03 05:09:00,2025-04-03 15:09:00,10.0
LOG202222,W0139,Evening,2025-02-20 14:35:00,2025-02-20 22:35:00,8.0
LOG202223,W0452,Night,2025-05-02 13:43:00,2025-05-02 22:43:00,9.0
LOG202224,W0483,Evening,2025-03-28 09:31:00,2025-03-28 16:31:00,7.0
LOG202226,W0031,Morning,2025-06-19 10:44:00,2025-06-19 17:44:00,7.0
LOG202227,W0310,Morning,2025-05-08 01:24:00,2025-05-08 09:24:00,8.0
LOG202229,W0225,Morning,2025-01-13 05:45:00,2025-01-13 12:45:00,7.0
LOG202230,W0429,Evening,2025-05-26 10:59:00,2025-05-26 20:59:00,10.0
LOG202232,W0325,Morning,2025-04-29 09:55:00,2025-04-29 15:55:00,6.0
LOG202233,W0031,Evening,2025-02-20 21:20:00,2025-02-21 05:20:00,8.0
LOG202234,W0205,Evening,2025-05-13 08:13:00,2025-05-13 15:13:00,7.0
LOG202235,W0074,Evening,2025-06-21 20:13:00,2025-06-22 02:13:00,6.0
LOG202237,W0102,Evening,2025-03-21 10:09:00,2025-03-21 20:09:00,10.0
LOG202240,W0027,Night,2025-03-30 05:54:00,2025-03-30 15:54:00,10.0
LOG202241,W0133,Night,2025-03-26 03:14:00,2025-03-26 13:14:00,10.0
LOG202242,W0378,Evening,2025-02-27 16:35:00,2025-02-28 01:35:00,9.0
LOG202243,W0449,Morning,2025-01-05 22:16:00,2025-01-06 06:16:00,8.0
LOG202244,W0427,Night,2025-02-28 19:46:00,2025-03-01 01:46:00,6.0
LOG202246,W0083,Evening,2025-04-29 16:16:00,2025-04-29 22:16:00,6.0
LOG202247,W0421,Night,2025-03-06 17:01:00,2025-03-07 03:01:00,10.0
LOG202248,W0203,Evening,2025-03-07 05:55:00,2025-03-07 11:55:00,6.0
LOG202249,W0003,Night,2025-03-03 11:16:00,2025-03-03 20:16:00,9.0
LOG202251,W0355,Night,2025-06-07 14:40:00,2025-06-07 23:40:00,9.0
LOG202252,W0020,Night,2025-01-26 22:38:00,2025-01-27 06:38:00,8.0
LOG202253,W0454,Night,2025-01-01 09:40:00,2025-01-01 15:40:00,6.0
LOG202254,W0284,Night,2025-01-07 16:14:00,2025-01-07 22:14:00,6.0
LOG202256,W0422,Evening,2025-06-19 15:39:00,2025-06-20 00:39:00,9.0
LOG202257,W0327,Night,2025-02-04 00:10:00,2025-02-04 07:10:00,7.0
LOG202258,W0103,Night,2025-02-26 15:46:00,2025-02-26 21:46:00,6.0
LOG202259,W0462,Morning,2025-01-26 19:59:00,2025-01-27 03:59:00,8.0
LOG202260,W0315,Night,2025-06-24 05:01:00,2025-06-24 14:01:00,9.0
LOG202262,W0007,Night,2025-05-08 14:05:00,2025-05-08 22:05:00,8.0
LOG202263,W0194,Night,2025-02-06 02:43:00,2025-02-06 12:43:00,10.0
LOG202264,W0050,Morning,2025-04-09 15:01:00,2025-04-10 01:01:00,10.0
LOG202265,W0489,Night,2025-06-22 15:38:00,2025-06-22 21:38:00,6.0
LOG202266,W0482,Morning,2025-06-06 15:43:00,2025-06-06 21:43:00,6.0
LOG202267,W0432,Evening,2025-06-07 12:53:00,2025-06-07 22:53:00,10.0
LOG202268,W0369,Night,2025-02-18 13:38:00,2025-02-18 19:38:00,6.0
LOG202270,W0446,Evening,2025-03-14 06:45:00,2025-03-14 12:45:00,6.0
LOG202271,W0200,Evening,2025-03-14 06:55:00,2025-03-14 15:55:00,9.0
LOG202273,W0469,Night,2025-02-24 15:17:00,2025-02-24 22:17:00,7.0
LOG202274,W0470,Morning,2025-03-29 15:10:00,2025-03-29 21:10:00,6.0
LOG202276,W0299,Morning,2025-02-25 23:40:00,2025-02-26 08:40:00,9.0
LOG202277,W0256,Night,2025-03-06 10:29:00,2025-03-06 16:29:00,6.0
LOG202278,W0143,Night,2025-05-15 19:03:00,2025-05-16 05:03:00,10.0
LOG202279,W0248,Morning,2025-06-14 04:52:00,2025-06-14 10:52:00,6.0
LOG202281,W0365,Evening,2025-04-09 14:17:00,2025-04-09 21:17:00,7.0
LOG202282,W0268,Evening,2025-02-18 00:53:00,2025-02-18 10:53:00,10.0
LOG202283,W0032,Morning,2025-03-19 07:42:00,2025-03-19 17:42:00,10.0
LOG202284,W0162,Morning,2025-04-23 09:15:00,2025-04-23 16:15:00,7.0
LOG202286,W0319,Night,2025-03-19 16:33:00,2025-03-20 02:33:00,10.0
LOG202287,W0437,Morning,2025-03-03 03:44:00,2025-03-03 11:44:00,8.0
LOG202288,W0480,Evening,2025-01-04 09:27:00,2025-01-04 15:27:00,6.0
LOG202289,W0071,Night,2025-06-02 22:34:00,2025-06-03 07:34:00,9.0
LOG202290,W0369,Evening,2025-04-17 21:16:00,2025-04-18 03:16:00,6.0
LOG202291,W0105,Morning,2025-01-25 20:04:00,2025-01-26 04:04:00,8.0
LOG202292,W0352,Night,2025-05-30 21:38:00,2025-05-31 03:38:00,6.0
LOG202293,W0176,Night,2025-01-08 21:20:00,2025-01-09 05:20:00,8.0
LOG202294,W0468,Evening,2025-03-26 02:36:00,2025-03-26 10:36:00,8.0
LOG202295,W0350,Morning,2025-04-21 16:57:00,2025-04-22 00:57:00,8.0
LOG202297,W0032,Night,2025-05-03 16:50:00,2025-05-03 22:50:00,6.0
LOG202298,W0351,Evening,2025-06-08 16:16:00,2025-06-08 22:16:00,6.0
LOG202299,W0151,Night,2025-05-01 15:45:00,2025-05-02 00:45:00,9.0
LOG202300,W0120,Morning,2025-05-27 01:25:00,2025-05-27 07:25:00,6.0
LOG202302,W0280,Night,2025-01-28 23:09:00,2025-01-29 05:09:00,6.0
LOG202303,W0006,Night,2025-03-19 05:02:00,2025-03-19 13:02:00,8.0
LOG202304,W0033,Night,2025-05-05 16:00:00,2025-05-05 22:00:00,6.0
LOG202307,W0404,Night,2025-01-23 02:54:00,2025-01-23 11:54:00,9.0
LOG202308,W0474,Evening,2025-04-27 06:07:00,2025-04-27 14:07:00,8.0
LOG202309,W0229,Evening,2025-01-24 08:31:00,2025-01-24 15:31:00,7.0
LOG202310,W0132,Night,2025-03-18 11:04:00,2025-03-18 18:04:00,7.0
LOG202311,W0083,Evening,2025-04-24 04:54:00,2025-04-24 12:54:00,8.0
LOG202312,W0030,Morning,2025-03-14 20:34:00,2025-03-15 02:34:00,6.0
LOG202314,W0121,Night,2025-05-20 07:23:00,2025-05-20 16:23:00,9.0
LOG202315,W0226,Morning,2025-06-10 22:43:00,2025-06-11 08:43:00,10.0
LOG202317,W0413,Morning,2025-05-06 17:57:00,2025-05-07 00:57:00,7.0
LOG202319,W0447,Evening,2025-02-24 18:46:00,2025-02-25 00:46:00,6.0
LOG202320,W0408,Morning,2025-04-05 09:49:00,2025-04-05 15:49:00,6.0
LOG202322,W0276,Evening,2025-05-15 13:27:00,2025-05-15 23:27:00,10.0
LOG202323,W0267,Night,2025-03-14 09:02:00,2025-03-14 16:02:00,7.0
LOG202325,W0215,Night,2025-05-18 00:10:00,2025-05-18 06:10:00,6.0
LOG202326,W0011,Morning,2025-04-06 23:14:00,2025-04-07 05:14:00,6.0
LOG202328,W0244,Night,2025-02-15 08:55:00,2025-02-15 16:55:00,8.0
LOG202329,W0386,Night,2025-03-17 14:13:00,2025-03-17 20:13:00,6.0
LOG202331,W0466,Night,2025-06-07 11:05:00,2025-06-07 20:05:00,9.0
LOG202332,W0094,Evening,2025-04-30 23:51:00,2025-05-01 06:51:00,7.0
LOG202333,W0129,Night,2025-03-01 08:22:00,2025-03-01 16:22:00,8.0
LOG202335,W0087,Night,2025-05-07 12:49:00,2025-05-07 22:49:00,10.0
LOG202336,W0265,Night,2025-01-20 15:20:00,2025-01-20 23:20:00,8.0
LOG202337,W0112,Night,2025-01-07 22:05:00,2025-01-08 04:05:00,6.0
LOG202338,W0074,Evening,2025-04-23 20:53:00,2025-04-24 03:53:00,7.0
LOG202340,W0383,Night,2025-03-04 06:07:00,2025-03-04 15:07:00,9.0
LOG202342,W0401,Night,2025-06-09 13:20:00,2025-06-09 19:20:00,6.0
LOG202343,W0285,Night,2025-03-07 12:38:00,2025-03-07 22:38:00,10.0
LOG202344,W0420,Evening,2025-03-11 19:40:00,2025-03-12 02:40:00,7.0
LOG202346,W0254,Night,2025-02-13 14:48:00,2025-02-13 23:48:00,9.0
LOG202347,W0134,Night,2025-05-28 00:05:00,2025-05-28 10:05:00,10.0
LOG202348,W0391,Morning,2025-04-10 09:50:00,2025-04-10 19:50:00,10.0
LOG202349,W0285,Night,2025-02-22 14:55:00,2025-02-23 00:55:00,10.0
LOG202350,W0099,Night,2025-04-08 01:17:00,2025-04-08 11:17:00,10.0
LOG202351,W0387,Evening,2025-06-17 05:55:00,2025-06-17 15:55:00,10.0
LOG202353,W0481,Night,2025-05-14 19:27:00,2025-05-15 02:27:00,7.0
LOG202355,W0488,Morning,2025-06-28 00:40:00,2025-06-28 08:40:00,8.0
LOG202356,W0137,Night,2025-05-18 12:29:00,2025-05-18 20:29:00,8.0
LOG202357,W0276,Evening,2025-06-25 01:48:00,2025-06-25 10:48:00,9.0
LOG202358,W0189,Evening,2025-06-26 10:42:00,2025-06-26 17:42:00,7.0
LOG202359,W0161,Night,2025-04-03 08:52:00,2025-04-03 15:52:00,7.0
LOG202362,W0154,Night,2025-03-31 00:24:00,2025-03-31 06:24:00,6.0
LOG202363,W0306,Morning,2025-02-27 15:39:00,2025-02-27 21:39:00,6.0
LOG202364,W0394,Night,2025-01-08 22:53:00,2025-01-09 08:53:00,10.0
LOG202366,W0093,Morning,2025-03-28 08:45:00,2025-03-28 16:45:00,8.0
LOG202367,W0495,Morning,2025-06-04 07:48:00,2025-06-04 16:48:00,9.0
LOG202368,W0418,Evening,2025-05-13 03:37:00,2025-05-13 10:37:00,7.0
LOG202369,W0305,Night,2025-01-13 06:20:00,2025-01-13 12:20:00,6.0
LOG202370,W0199,Night,2025-04-20 14:16:00,2025-04-20 23:16:00,9.0
LOG202371,W0030,Night,2025-01-24 19:30:00,2025-01-25 02:30:00,7.0
LOG202372,W0338,Night,2025-01-06 04:28:00,2025-01-06 13:28:00,9.0
LOG202373,W0352,Night,2025-04-01 23:09:00,2025-04-02 08:09:00,9.0
LOG202374,W0172,Night,2025-04-27 05:51:00,2025-04-27 14:51:00,9.0
LOG202376,W0265,Night,2025-06-08 03:35:00,2025-06-08 13:35:00,10.0
LOG202377,W0035,Night,2025-04-09 19:09:00,2025-04-10 03:09:00,8.0
LOG202378,W0495,Morning,2025-03-12 22:35:00,2025-03-13 07:35:00,9.0
LOG202379,W0246,Morning,2025-05-06 09:28:00,2025-05-06 19:28:00,10.0
LOG202380,W0368,Evening,2025-06-25 20:14:00,2025-06-26 02:14:00,6.0
LOG202382,W0339,Night,2025-03-09 06:08:00,2025-03-09 15:08:00,9.0
LOG202384,W0208,Evening,2025-05-29 17:40:00,2025-05-30 02:40:00,9.0
LOG202385,W0349,Night,2025-04-29 09:59:00,2025-04-29 17:59:00,8.0
LOG202386,W0193,Night,2025-04-06 22:42:00,2025-04-07 06:42:00,8.0
LOG202387,W0340,Night,2025-04-06 21:13:00,2025-04-07 07:13:00,10.0
LOG202388,W0360,Night,2025-05-13 21:22:00,2025-05-14 06:22:00,9.0
LOG202390,W0260,Night,2025-02-27 11:22:00,2025-02-27 21:22:00,10.0
LOG202394,W0201,Morning,2025-01-21 13:53:00,2025-01-21 23:53:00,10.0
LOG202396,W0182,Evening,2025-04-07 05:15:00,2025-04-07 13:15:00,8.0
LOG202399,W0172,Evening,2025-03-25 02:01:00,2025-03-25 09:01:00,7.0
LOG202400,W0265,Night,2025-01-23 23:37:00,2025-01-24 08:37:00,9.0
LOG202401,W0203,Morning,2025-03-24 22:32:00,2025-03-25 06:32:00,8.0
LOG202402,W0457,Night,2025-03-09 23:01:00,2025-03-10 06:01:00,7.0
LOG202405,W0201,Morning,2025-05-04 07:36:00,2025-05-04 14:36:00,7.0
LOG202406,W0061,Evening,2025-01-15 04:05:00,2025-01-15 11:05:00,7.0
LOG202407,W0181,Evening,2025-03-18 04:53:00,2025-03-18 14:53:00,10.0
LOG202408,W0271,Morning,2025-03-08 15:53:00,2025-03-09 01:53:00,10.0
LOG202409,W0240,Night,2025-02-10 14:17:00,2025-02-10 20:17:00,6.0
LOG202410,W0465,Morning,2025-04-08 02:27:00,2025-04-08 11:27:00,9.0
LOG202411,W0397,Morning,2025-03-25 04:25:00,2025-03-25 11:25:00,7.0
LOG202412,W0213,Night,2025-06-26 08:50:00,2025-06-26 18:50:00,10.0
LOG202413,W0274,Evening,2025-02-27 09:23:00,2025-02-27 17:23:00,8.0
LOG202414,W0090,Night,2025-04-22 22:00:00,2025-04-23 04:00:00,6.0
LOG202415,W0121,Night,2025-05-16 11:25:00,2025-05-16 20:25:00,9.0
LOG202417,W0258,Evening,2025-02-02 17:42:00,2025-02-03 00:42:00,7.0
LOG202418,W0210,Night,2025-05-07 11:52:00,2025-05-07 18:52:00,7.0
LOG202419,W0345,Night,2025-02-11 12:57:00,2025-02-11 19:57:00,7.0
LOG202420,W0428,Night,2025-04-22 23:56:00,2025-04-23 06:56:00,7.0
LOG202421,W0232,Night,2025-03-29 08:51:00,2025-03-29 16:51:00,8.0
LOG202422,W0251,Evening,2025-06-05 18:16:00,2025-06-06 04:16:00,10.0
LOG202423,W0449,Night,2025-05-17 18:13:00,2025-05-18 04:13:00,10.0
LOG202424,W0479,Morning,2025-04-26 22:07:00,2025-04-27 04:07:00,6.0
LOG202425,W0271,Night,2025-06-16 09:00:00,2025-06-16 18:00:00,9.0
LOG202426,W0102,Evening,2025-01-22 21:31:00,2025-01-23 03:31:00,6.0
LOG202427,W0009,Evening,2025-01-16 03:44:00,2025-01-16 11:44:00,8.0
LOG202428,W0017,Night,2025-02-22 07:36:00,2025-02-22 13:36:00,6.0
LOG202430,W0431,Morning,2025-04-09 17:25:00,2025-04-10 02:25:00,9.0
LOG202431,W0373,Night,2025-04-30 11:28:00,2025-04-30 17:28:00,6.0
LOG202432,W0299,Morning,2025-04-12 21:04:00,2025-04-13 06:04:00,9.0
LOG202434,W0077,Night,2025-01-11 20:09:00,2025-01-12 02:09:00,6.0
LOG202435,W0280,Morning,2025-01-15 03:13:00,2025-01-15 11:13:00,8.0
LOG202436,W0391,Night,2025-05-25 19:03:00,2025-05-26 05:03:00,10.0
LOG202437,W0477,Night,2025-05-10 16:23:00,2025-05-11 02:23:00,10.0
LOG202439,W0009,Evening,2025-02-25 13:49:00,2025-02-25 19:49:00,6.0
LOG202440,W0470,Morning,2025-05-16 23:33:00,2025-05-17 09:33:00,10.0
LOG202441,W0469,Night,2025-01-10 07:00:00,2025-01-10 16:00:00,9.0
LOG202442,W0317,Morning,2025-02-12 15:00:00,2025-02-12 21:00:00,6.0
LOG202443,W0117,Morning,2025-06-12 01:05:00,2025-06-12 10:05:00,9.0
LOG202447,W0328,Morning,2025-03-31 08:55:00,2025-03-31 14:55:00,6.0
LOG202448,W0435,Morning,2025-05-23 17:22:00,2025-05-23 23:22:00,6.0
LOG202449,W0367,Morning,2025-01-05 10:22:00,2025-01-05 18:22:00,8.0
LOG202452,W0038,Night,2025-02-01 08:01:00,2025-02-01 14:01:00,6.0
LOG202453,W0341,Evening,2025-02-08 05:21:00,2025-02-08 14:21:00,9.0
LOG202456,W0457,Evening,2025-03-05 07:56:00,2025-03-05 15:56:00,8.0
LOG202458,W0233,Morning,2025-03-08 02:59:00,2025-03-08 11:59:00,9.0
LOG202460,W0233,Night,2025-06-22 01:08:00,2025-06-22 10:08:00,9.0
LOG202461,W0215,Morning,2025-05-31 15:08:00,2025-05-31 21:08:00,6.0
LOG202462,W0129,Night,2025-02-04 00:15:00,2025-02-04 08:15:00,8.0
LOG202463,W0293,Night,2025-04-17 20:59:00,2025-04-18 02:59:00,6.0
LOG202464,W0248,Night,2025-06-23 22:35:00,2025-06-24 04:35:00,6.0
LOG202466,W0467,Morning,2025-06-20 14:53:00,2025-06-21 00:53:00,10.0
LOG202467,W0173,Morning,2025-03-30 12:21:00,2025-03-30 20:21:00,8.0
LOG202468,W0016,Night,2025-06-24 23:25:00,2025-06-25 08:25:00,9.0
LOG202470,W0227,Morning,2025-03-26 06:28:00,2025-03-26 15:28:00,9.0
LOG202471,W0033,Night,2025-02-25 00:33:00,2025-02-25 07:33:00,7.0
LOG202472,W0474,Night,2025-05-25 03:50:00,2025-05-25 10:50:00,7.0
LOG202474,W0414,Night,2025-05-04 23:49:00,2025-05-05 09:49:00,10.0
LOG202475,W0412,Evening,2025-01-16 20:01:00,2025-01-17 04:01:00,8.0
LOG202476,W0430,Night,2025-02-13 20:31:00,2025-02-14 03:31:00,7.0
LOG202477,W0415,Morning,2025-01-11 21:18:00,2025-01-12 03:18:00,6.0
LOG202478,W0036,Morning,2025-03-14 22:14:00,2025-03-15 07:14:00,9.0
LOG202479,W0414,Evening,2025-06-21 21:39:00,2025-06-22 04:39:00,7.0
LOG202480,W0052,Night,2025-01-05 18:51:00,2025-01-06 00:51:00,6.0
LOG202481,W0420,Evening,2025-04-15 11:25:00,2025-04-15 18:25:00,7.0
LOG202482,W0345,Evening,2025-04-04 02:36:00,2025-04-04 09:36:00,7.0
LOG202483,W0342,Night,2025-04-30 22:48:00,2025-05-01 08:48:00,10.0
LOG202484,W0463,Morning,2025-06-23 14:43:00,2025-06-23 20:43:00,6.0
LOG202486,W0162,Morning,2025-02-10 17:44:00,2025-02-10 23:44:00,6.0
LOG202487,W0478,Evening,2025-04-19 02:54:00,2025-04-19 08:54:00,6.0
LOG202488,W0201,Night,2025-06-15 22:36:00,2025-06-16 07:36:00,9.0
LOG202490,W0242,Night,2025-01-10 08:08:00,2025-01-10 17:08:00,9.0
LOG202491,W0286,Morning,2025-04-17 15:34:00,2025-04-18 00:34:00,9.0
LOG202492,W0097,Morning,2025-06-22 10:03:00,2025-06-22 20:03:00,10.0
LOG202494,W0244,Night,2025-04-02 17:42:00,2025-04-03 00:42:00,7.0
LOG202495,W0492,Night,2025-04-12 16:00:00,2025-04-12 23:00:00,7.0
LOG202496,W0474,Night,2025-01-11 20:30:00,2025-01-12 05:30:00,9.0
LOG202497,W0424,Night,2025-01-02 00:53:00,2025-01-02 07:53:00,7.0
LOG202498,W0267,Evening,2025-04-23 15:00:00,2025-04-24 00:00:00,9.0
LOG202499,W0476,Evening,2025-04-04 13:33:00,2025-04-04 20:33:00,7.0
LOG202502,W0158,Night,2025-04-28 17:13:00,2025-04-28 23:13:00,6.0
LOG202503,W0170,Night,2025-01-05 00:21:00,2025-01-05 07:21:00,7.0
LOG202504,W0154,Morning,2025-06-08 14:55:00,2025-06-09 00:55:00,10.0
LOG202505,W0184,Night,2025-04-29 23:34:00,2025-04-30 07:34:00,8.0
LOG202506,W0321,Morning,2025-04-29 22:33:00,2025-04-30 04:33:00,6.0
LOG202507,W0022,Night,2025-03-15 17:54:00,2025-03-16 00:54:00,7.0
LOG202508,W0111,Night,2025-04-09 18:48:00,2025-04-10 00:48:00,6.0
LOG202509,W0161,Evening,2025-06-17 23:27:00,2025-06-18 05:27:00,6.0
LOG202510,W0494,Evening,2025-04-12 23:41:00,2025-04-13 07:41:00,8.0
LOG202512,W0413,Evening,2025-01-25 17:16:00,2025-01-26 01:16:00,8.0
LOG202515,W0156,Night,2025-05-22 17:25:00,2025-05-23 02:25:00,9.0
LOG202516,W0460,Night,2025-01-30 09:51:00,2025-01-30 18:51:00,9.0
LOG202518,W0392,Evening,2025-05-13 18:52:00,2025-05-14 00:52:00,6.0
LOG202519,W0170,Night,2025-05-18 16:33:00,2025-05-19 00:33:00,8.0
LOG202521,W0197,Morning,2025-06-08 10:12:00,2025-06-08 19:12:00,9.0
LOG202522,W0253,Morning,2025-04-25 10:48:00,2025-04-25 18:48:00,8.0
LOG202523,W0443,Night,2025-03-10 01:22:00,2025-03-10 08:22:00,7.0
LOG202524,W0232,Night,2025-01-10 04:19:00,2025-01-10 11:19:00,7.0
LOG202526,W0385,Morning,2025-04-05 23:24:00,2025-04-06 09:24:00,10.0
LOG202527,W0003,Morning,2025-06-29 04:04:00,2025-06-29 14:04:00,10.0
