shift,date,workers_present,total_pick,avg_pick_rate,demand_20pct,workers_required_20pct,workers_if_absent,throughput_if_absent,staffing_gap
Morning,2025-06-14,14,326.0,0.2571428571428572,391.2,191,13,26.742857142857147,177
Morning,2025-06-15,21,422.0,0.015873015873015872,506.4,3988,20,2.5396825396825395,3967
Morning,2025-06-16,21,488.0,0.49404761904761907,585.6,149,20,79.04761904761905,128
Morning,2025-06-17,25,661.0,0.0,793.1999999999999,0,24,0.0,-25
Morning,2025-06-18,20,505.0,0.16,606.0,474,19,24.32,454
Morning,2025-06-19,26,597.0,0.17094017094017094,716.4,524,25,34.18803418803419,498
Morning,2025-06-20,27,612.0,0.1111111111111111,734.4,827,26,23.11111111111111,800
Morning,2025-06-21,24,570.0,0.0,684.0,0,23,0.0,-24
Morning,2025-06-22,17,495.0,0.20915032679738563,594.0,356,16,26.77124183006536,339
Morning,2025-06-23,26,626.0,0.0,751.1999999999999,0,25,0.0,-26
Morning,2025-06-24,28,777.0,0.0,932.4,0,27,0.0,-28
Morning,2025-06-25,32,890.0,0.08854166666666666,1068.0,1508,31,21.958333333333332,1476
Morning,2025-06-26,28,722.0,0.19642857142857142,866.4,552,27,42.42857142857143,524
Morning,2025-06-27,24,500.0,0.24107142857142858,600.0,312,23,44.35714285714286,288
Morning,2025-06-28,21,545.0,0.34523809523809523,654.0,237,20,55.23809523809524,216
Morning,2025-06-29,26,831.0,0.0,997.1999999999999,0,25,0.0,-26
Night,2025-01-01,9,265.0,0.0,318.0,0,8,0.0,-9
Night,2025-01-02,13,253.0,0.0625,303.59999999999997,608,12,6.0,595
Night,2025-01-03,18,476.0,0.0,571.1999999999999,0,17,0.0,-18
Night,2025-01-04,3,91.0,0.0,109.2,0,2,0.0,-3
Night,2025-01-05,17,450.0,0.2436974789915966,540.0,277,16,31.193277310924366,260
Night,2025-01-06,15,386.0,0.14285714285714285,463.2,406,14,16.0,391
Night,2025-01-07,14,287.0,0.0,344.4,0,13,0.0,-14
Night,2025-01-08,10,289.0,0.4625,346.8,94,9,33.300000000000004,84
Night,2025-01-09,18,542.0,0.691358024691358,650.4,118,17,94.02469135802468,100
Night,2025-01-10,6,117.0,0.0,140.4,0,5,0.0,-6
Night,2025-01-11,11,304.0,0.36363636363636365,364.8,126,10,29.090909090909093,115
Night,2025-01-12,14,347.0,0.125,416.4,417,13,13.0,403
Night,2025-01-13,10,300.0,0.0,360.0,0,9,0.0,-10
Night,2025-01-14,11,306.0,0.0,367.2,0,10,0.0,-11
Night,2025-01-15,11,231.0,0.0,277.2,0,10,0.0,-11
Night,2025-01-16,16,421.0,0.42857142857142855,505.2,148,15,51.42857142857142,132
Night,2025-01-17,15,382.0,0.15333333333333332,458.4,374,14,17.173333333333332,359
Night,2025-01-18,9,186.0,0.0,223.2,0,8,0.0,-9
Night,2025-01-19,12,260.0,0.08854166666666667,312.0,441,11,7.791666666666667,429
Night,2025-01-20,13,405.0,0.0,486.0,0,12,0.0,-13
Night,2025-01-21,11,314.0,0.4025974025974026,376.8,117,10,32.20779220779221,106
Night,2025-01-22,4,51.0,0.0,61.199999999999996,0,3,0.0,-4
Night,2025-01-23,14,420.0,0.0,504.0,0,13,0.0,-14
Night,2025-01-24,14,402.0,0.0,482.4,0,13,0.0,-14
Night,2025-01-25,14,352.0,0.5612244897959183,422.4,95,13,58.367346938775505,81
Night,2025-01-26,15,312.0,0.20952380952380953,374.4,224,14,23.46666666666667,209
Night,2025-01-27,14,310.0,0.05952380952380953,372.0,782,13,6.190476190476191,768
Night,2025-01-28,13,340.0,0.0,408.0,0,12,0.0,-13
Night,2025-01-29,15,382.0,0.28611111111111115,458.4,201,14,32.04444444444445,186
Night,2025-01-30,14,330.0,0.32142857142857145,396.0,154,13,33.42857142857143,140
Night,2025-01-31,9,190.0,0.7174603174603175,228.0,40,8,45.91746031746032,31
Night,2025-02-01,14,310.0,0.0,372.0,0,13,0.0,-14
Night,2025-02-02,13,314.0,0.28205128205128205,376.8,167,12,27.076923076923077,154
Night,2025-02-03,10,238.0,0.42857142857142855,285.59999999999997,84,9,30.857142857142854,74
Night,2025-02-04,9,236.0,0.0,283.2,0,8,0.0,-9
Night,2025-02-05,13,423.0,0.523931623931624,507.59999999999997,122,12,50.2974358974359,109
Night,2025-02-06,6,144.0,0.0,172.79999999999998,0,5,0.0,-6
Night,2025-02-07,11,276.0,0.0,331.2,0,10,0.0,-11
Night,2025-02-08,17,405.0,0.5218487394957982,486.0,117,16,66.79663865546217,100
Night,2025-02-09,8,215.0,0.609375,258.0,53,7,34.125,45
Night,2025-02-10,17,407.0,0.10924369747899157,488.4,559,16,13.98319327731092,542
Night,2025-02-11,10,203.0,0.1285714285714286,243.6,237,9,9.257142857142858,227
Night,2025-02-12,11,249.0,0.0,298.8,0,10,0.0,-11
Night,2025-02-13,13,341.0,0.49038461538461536,409.2,105,12,47.07692307692307,92
Night,2025-02-14,13,339.0,0.42841880341880345,406.8,119,12,41.12820512820513,106
Night,2025-02-15,15,369.0,0.06666666666666667,442.8,831,14,7.466666666666667,816
Night,2025-02-16,11,351.0,0.0,421.2,0,10,0.0,-11
Night,2025-02-17,12,363.0,1.0833333333333333,435.59999999999997,51,11,95.33333333333333,39
Night,2025-02-18,9,234.0,0.0,280.8,0,8,0.0,-9
Night,2025-02-19,7,269.0,0.619047619047619,322.8,66,6,29.714285714285708,59
Night,2025-02-20,12,338.0,0.0,405.59999999999997,0,11,0.0,-12
Night,2025-02-21,16,406.0,0.0,487.2,0,15,0.0,-16
Night,2025-02-22,12,218.0,0.0,261.59999999999997,0,11,0.0,-12
Night,2025-02-23,11,203.0,0.9810606060606062,243.6,32,10,78.4848484848485,21
Night,2025-02-24,15,259.0,0.35833333333333334,310.8,109,14,40.13333333333333,94
Night,2025-02-25,14,397.0,0.46249999999999997,476.4,129,13,48.099999999999994,115
Night,2025-02-26,7,162.0,0.04285714285714286,194.4,567,6,2.057142857142857,560
Night,2025-02-27,21,491.0,0.16666666666666666,589.1999999999999,442,20,26.666666666666664,421
Night,2025-02-28,20,523.0,0.4645833333333333,627.6,169,19,70.61666666666666,149
Night,2025-03-01,16,470.0,0.171875,564.0,411,15,20.625,395
Night,2025-03-02,19,467.0,0.7647243107769424,560.4,92,18,110.1203007518797,73
Night,2025-03-03,16,485.0,0.7333333333333334,582.0,100,15,88.0,84
Night,2025-03-04,18,476.0,0.03888888888888889,571.1999999999999,1836,17,5.288888888888889,1818
Night,2025-03-05,7,136.0,0.5357142857142857,163.2,39,6,25.714285714285715,32
Night,2025-03-06,15,369.0,0.0,442.8,0,14,0.0,-15
Night,2025-03-07,12,354.0,0.38095238095238093,424.8,140,11,33.52380952380952,128
Night,2025-03-08,11,251.0,0.011363636363636364,301.2,3314,10,0.9090909090909092,3303
Night,2025-03-09,18,404.0,0.4074074074074074,484.79999999999995,149,17,55.407407407407405,131
Night,2025-03-10,14,289.0,0.7742346938775511,346.8,56,13,80.52040816326532,42
Night,2025-03-11,20,474.0,0.09375,568.8,759,19,14.25,739
Night,2025-03-12,16,385.0,0.0,462.0,0,15,0.0,-16
Night,2025-03-13,8,251.0,0.0,301.2,0,7,0.0,-8
Night,2025-03-14,15,393.0,0.5222222222222223,471.59999999999997,113,14,58.488888888888894,98
Night,2025-03-15,15,333.0,0.5898148148148149,399.59999999999997,85,14,66.05925925925926,70
Night,2025-03-16,12,267.0,0.23611111111111108,320.4,170,11,20.777777777777775,158
Night,2025-03-17,18,399.0,0.0,478.79999999999995,0,17,0.0,-18
Night,2025-03-18,12,269.0,0.2619047619047619,322.8,155,11,23.047619047619047,143
Night,2025-03-19,12,293.0,0.3888888888888889,351.59999999999997,114,11,34.22222222222222,102
Night,2025-03-20,10,226.0,0.34285714285714286,271.2,99,9,24.685714285714287,89
Night,2025-03-21,12,272.0,0.0,326.4,0,11,0.0,-12
Night,2025-03-22,13,236.0,0.3576923076923077,283.2,99,12,34.33846153846154,86
Night,2025-03-23,5,166.0,0.02857142857142856,199.2,872,4,0.9142857142857139,867
Night,2025-03-24,8,247.0,0.8958333333333334,296.4,42,7,50.16666666666667,34
Night,2025-03-25,15,360.0,0.0,432.0,0,14,0.0,-15
Night,2025-03-26,8,187.0,0.5625,224.4,50,7,31.5,42
Night,2025-03-27,9,184.0,0.5925925925925926,220.79999999999998,47,8,37.925925925925924,38
Night,2025-03-28,11,365.0,0.4,438.0,137,10,32.0,126
Night,2025-03-29,13,340.0,0.20192307692307693,408.0,253,12,19.384615384615387,240
Night,2025-03-30,6,150.0,0.0,180.0,0,5,0.0,-6
Night,2025-03-31,9,256.0,0.0,307.2,0,8,0.0,-9
Night,2025-04-01,10,196.0,0.1875,235.2,157,9,13.5,147
Night,2025-04-02,12,334.0,0.16666666666666666,400.8,301,11,14.666666666666666,289
Night,2025-04-03,12,289.0,0.3333333333333333,346.8,131,11,29.333333333333332,119
Night,2025-04-04,8,228.0,0.625,273.59999999999997,55,7,35.0,47
Night,2025-04-05,9,233.0,0.34444444444444444,279.59999999999997,102,8,22.044444444444444,93
Night,2025-04-06,12,294.0,0.0,352.8,0,11,0.0,-12
Night,2025-04-07,13,218.0,0.16923076923076924,261.59999999999997,194,12,16.246153846153845,181
Night,2025-04-08,18,474.0,0.3611111111111111,568.8,197,17,49.11111111111111,179
Night,2025-04-09,13,389.0,0.42857142857142855,466.79999999999995,137,12,41.14285714285714,124
Night,2025-04-10,14,347.0,0.39285714285714285,416.4,133,13,40.857142857142854,119
Night,2025-04-11,14,368.0,0.2755102040816327,441.59999999999997,201,13,28.6530612244898,187
Night,2025-04-12,16,544.0,0.7395833333333333,652.8,111,15,88.74999999999999,95
Night,2025-04-13,9,304.0,0.23333333333333334,364.8,196,8,14.933333333333334,187
Night,2025-04-14,14,351.0,0.0,421.2,0,13,0.0,-14
Night,2025-04-15,9,184.0,0.5555555555555556,220.79999999999998,50,8,35.55555555555556,41
Night,2025-04-16,16,390.0,0.006944444444444444,468.0,8424,15,0.8333333333333333,8408
Night,2025-04-17,11,339.0,0.3522727272727273,406.8,145,10,28.181818181818183,134
Night,2025-04-18,7,163.0,0.5396825396825397,195.6,46,6,25.904761904761905,39
Night,2025-04-19,10,216.0,0.44761904761904764,259.2,73,9,32.22857142857143,63
Night,2025-04-20,9,304.0,0.0,364.8,0,8,0.0,-9
Night,2025-04-21,10,217.0,0.5166666666666667,260.4,63,9,37.2,53
Night,2025-04-22,22,528.0,0.8090728715728716,633.6,98,21,135.9242424242424,76
Night,2025-04-23,15,362.0,0.13333333333333333,434.4,408,14,14.933333333333334,393
Night,2025-04-24,9,224.0,0.0,268.8,0,8,0.0,-9
Night,2025-04-25,10,289.0,0.26666666666666666,346.8,163,9,19.2,153
Night,2025-04-26,13,340.0,0.16483516483516483,408.0,310,12,15.824175824175825,297
Night,2025-04-27,11,281.0,0.0,337.2,0,10,0.0,-11
Night,2025-04-28,15,340.0,0.08571428571428572,408.0,595,14,9.6,580
Night,2025-04-29,7,141.0,0.14285714285714285,169.2,149,6,6.857142857142857,142
Night,2025-04-30,15,363.0,0.0,435.59999999999997,0,14,0.0,-15
Night,2025-05-01,13,464.0,0.23931623931623933,556.8,291,12,22.974358974358974,278
Night,2025-05-02,8,289.0,0.0,346.8,0,7,0.0,-8
Night,2025-05-03,11,277.0,0.3333333333333333,332.4,125,10,26.666666666666664,114
Night,2025-05-04,9,250.0,0.6527777777777778,300.0,58,8,41.77777777777778,49
Night,2025-05-05,16,415.0,0.04464285714285714,498.0,1395,15,5.357142857142857,1379
Night,2025-05-06,15,423.0,0.0,507.59999999999997,0,14,0.0,-15
Night,2025-05-07,7,166.0,0.0,199.2,0,6,0.0,-7
Night,2025-05-08,12,243.0,0.3333333333333333,291.59999999999997,110,11,29.333333333333332,98
Night,2025-05-09,13,364.0,0.0,436.8,0,12,0.0,-13
Night,2025-05-10,14,346.0,0.4880952380952381,415.2,107,13,50.76190476190476,93
Night,2025-05-11,15,434.0,0.7222222222222221,520.8,91,14,80.88888888888887,76
Night,2025-05-12,11,244.0,0.13636363636363635,292.8,269,10,10.909090909090908,258
Night,2025-05-13,18,355.0,0.5532407407407407,426.0,97,17,75.24074074074073,79
Night,2025-05-14,7,240.0,0.0,288.0,0,6,0.0,-7
Night,2025-05-15,10,262.0,0.0,314.4,0,9,0.0,-10
Night,2025-05-16,6,207.0,0.26666666666666666,248.39999999999998,117,5,10.666666666666666,111
Night,2025-05-17,12,260.0,0.07407407407407407,312.0,527,11,6.518518518518518,515
Night,2025-05-18,14,422.0,0.0,506.4,0,13,0.0,-14
Night,2025-05-19,7,257.0,0.0,308.4,0,6,0.0,-7
Night,2025-05-20,14,297.0,0.0,356.4,0,13,0.0,-14
Night,2025-05-21,7,155.0,0.44642857142857145,186.0,53,6,21.42857142857143,46
Night,2025-05-22,13,381.0,0.0,457.2,0,12,0.0,-13
Night,2025-05-23,18,478.0,0.0,573.6,0,17,0.0,-18
Night,2025-05-24,9,215.0,0.0,258.0,0,8,0.0,-9
Night,2025-05-25,10,229.0,0.0,274.8,0,9,0.0,-10
Night,2025-05-26,11,316.0,0.1414141414141414,379.2,336,10,11.313131313131313,325
Night,2025-05-27,11,235.0,0.5227272727272727,282.0,68,10,41.81818181818181,57
Night,2025-05-28,15,390.0,0.0,468.0,0,14,0.0,-15
Night,2025-05-29,11,241.0,0.6087662337662338,289.2,60,10,48.70129870129871,49
Night,2025-05-30,19,478.0,0.2657894736842105,573.6,270,18,38.27368421052631,251
Night,2025-05-31,11,281.0,0.23636363636363636,337.2,179,10,18.90909090909091,168
Night,2025-06-01,13,339.0,0.40384615384615385,406.8,126,12,38.769230769230774,113
Night,2025-06-02,18,556.0,0.4166666666666667,667.1999999999999,201,17,56.66666666666667,183
Night,2025-06-03,11,185.0,0.0,222.0,0,10,0.0,-11
Night,2025-06-04,13,232.0,0.6263736263736264,278.4,56,12,60.13186813186813,43
Night,2025-06-05,15,373.0,0.46309523809523806,447.59999999999997,121,14,51.86666666666666,106
Night,2025-06-06,12,255.0,0.7083333333333334,306.0,54,11,62.333333333333336,42
Night,2025-06-07,13,390.0,0.0,468.0,0,12,0.0,-13
Night,2025-06-08,18,426.0,0.48500881834215165,511.2,132,17,65.96119929453262,114
Night,2025-06-09,15,465.0,0.6694444444444445,558.0,105,14,74.97777777777779,90
Night,2025-06-10,13,348.0,0.20192307692307693,417.59999999999997,259,12,19.384615384615387,246
Night,2025-06-11,15,333.0,0.2878306878306878,399.59999999999997,174,14,32.237037037037034,159
Night,2025-06-12,10,199.0,0.48888888888888893,238.79999999999998,62,9,35.2,52
Night,2025-06-13,9,273.0,1.4285714285714286,327.59999999999997,29,8,91.42857142857143,20
Night,2025-06-14,15,447.0,0.2074074074074074,536.4,324,14,23.229629629629628,309
Night,2025-06-15,12,394.0,0.5595238095238095,472.79999999999995,106,11,49.23809523809524,94
Night,2025-06-16,15,431.0,0.43333333333333335,517.1999999999999,150,14,48.53333333333333,135
Night,2025-06-17,12,298.0,0.25925925925925924,357.59999999999997,173,11,22.814814814814813,161
Night,2025-06-18,14,367.0,0.4761904761904762,440.4,116,13,49.523809523809526,102
Night,2025-06-19,8,227.0,0.0,272.4,0,7,0.0,-8
Night,2025-06-20,12,299.0,0.0,358.8,0,11,0.0,-12
Night,2025-06-21,8,154.0,0.234375,184.79999999999998,99,7,13.125,91
Night,2025-06-22,20,527.0,0.0,632.4,0,19,0.0,-20
Night,2025-06-23,14,245.0,0.33571428571428574,294.0,110,13,34.91428571428572,96
Night,2025-06-24,10,221.0,0.49000000000000005,265.2,68,9,35.28,58
Night,2025-06-25,12,280.0,0.0,336.0,0,11,0.0,-12
Night,2025-06-26,17,465.0,0.0,558.0,0,16,0.0,-17
Night,2025-06-27,9,110.0,0.09722222222222222,132.0,170,8,6.222222222222222,161
Night,2025-06-28,11,312.0,0.22077922077922077,374.4,212,10,17.662337662337663,201
Night,2025-06-29,12,327.0,0.225,392.4,218,11,19.8,206
