operation_id,date,worker_id,shift_id,zone,items_picked,error_count
OP104913,2025-03-25,W0387,S1,B,32.0,0
OP104914,2025-06-12,W0183,S1,D,33.0,0
OP104916,2025-03-03,W0338,S1,E,29.0,0
OP104924,2025-05-30,W0089,S3,E,19.0,0
OP104926,2025-02-20,W0368,S2,E,23.0,1
OP104927,2025-02-11,W0436,S1,C,10.0,0
OP104929,2025-02-22,W0325,S2,A,39.0,0
OP104931,2025-03-12,W0053,S2,D,41.0,1
OP104937,2025-02-26,W0493,S2,D,9.0,0
OP104938,2025-04-23,W0034,S3,E,33.0,0
OP104941,2025-03-02,W0216,S2,C,2.0,0
OP104942,2025-01-11,W0036,S2,E,40.0,0
OP104948,2025-05-16,W0035,S3,D,40.0,1
OP104950,2025-01-25,W0388,S2,D,11.0,0
OP104953,2025-03-23,W0003,S1,D,4.0,0
OP104958,2025-04-12,W0236,S2,E,47.0,0
OP104959,2025-05-23,W0051,S3,C,4.0,0
OP104961,2025-05-28,W0469,S1,A,21.0,1
OP104963,2025-05-10,W0490,S2,C,32.0,1
OP104964,2025-01-29,W0293,S1,E,48.0,0
OP104966,2025-02-15,W0455,S2,B,46.0,0
OP104975,2025-04-09,W0102,S1,D,31.0,0
OP104976,2025-02-02,W0328,S1,D,10.0,1
OP104977,2025-05-29,W0100,S1,B,42.0,0
OP104978,2025-01-18,W0288,S1,E,34.0,0
OP104982,2025-01-07,W0236,S2,E,11.0,1
OP104984,2025-04-14,W0184,S1,E,35.0,1
OP104986,2025-02-21,W0360,S2,C,31.0,0
OP104989,2025-06-13,W0408,S3,B,32.0,0
OP104993,2025-06-08,W0113,S1,A,27.0,1
OP104996,2025-04-30,W0215,S2,C,36.0,1
OP105001,2025-02-18,W0126,S3,D,17.0,1
OP105003,2025-05-12,W0130,S2,E,27.0,1
OP105006,2025-01-12,W0496,S3,A,21.0,1
OP105007,2025-05-18,W0125,S2,B,37.0,1
OP105008,2025-01-23,W0474,S3,E,38.0,1
OP105010,2025-06-26,W0459,S3,B,45.0,0
OP105017,2025-02-16,W0184,S2,D,9.0,0
OP105018,2025-01-12,W0068,S3,C,14.0,1
OP105019,2025-06-09,W0029,S3,E,44.0,0
OP105022,2025-04-11,W0183,S3,B,22.0,0
OP105023,2025-01-16,W0178,S1,B,46.0,0
OP105029,2025-04-27,W0126,S3,E,20.0,1
OP105030,2025-01-07,W0467,S2,A,38.0,0
OP105034,2025-01-24,W0004,S2,D,10.0,1
OP105035,2025-03-17,W0398,S2,D,32.0,0
OP105042,2025-01-16,W0133,S1,A,5.0,0
OP105043,2025-02-12,W0028,S3,C,23.0,1
OP105045,2025-01-04,W0200,S3,A,10.0,1
OP105047,2025-02-09,W0450,S1,B,5.0,0
OP105048,2025-03-01,W0483,S2,B,40.0,0
OP105049,2025-01-20,W0086,S2,B,30.0,0
OP105050,2025-05-18,W0447,S2,D,24.0,0
OP105053,2025-06-18,W0416,S2,D,14.0,0
OP105056,2025-02-15,W0328,S3,D,26.0,0
OP105062,2025-06-18,W0059,S2,E,3.0,0
OP105066,2025-05-20,W0462,S1,D,23.0,0
OP105070,2025-06-11,W0008,S2,D,18.0,0
OP105075,2025-04-06,W0265,S2,B,45.0,0
OP105079,2025-04-10,W0450,S1,C,12.0,0
OP105081,2025-04-06,W0361,S1,B,42.0,0
OP105084,2025-02-16,W0200,S1,E,37.0,0
OP105085,2025-02-01,W0399,S3,A,34.0,1
OP105087,2025-06-14,W0106,S3,D,28.0,0
OP105088,2025-03-03,W0309,S3,B,19.0,1
OP105089,2025-05-12,W0103,S1,C,4.0,0
OP105090,2025-04-30,W0162,S2,B,30.0,0
OP105091,2025-02-28,W0369,S2,D,48.0,0
OP105092,2025-01-08,W0071,S3,E,19.0,1
OP105093,2025-04-08,W0172,S2,E,3.0,0
OP105095,2025-05-16,W0164,S2,D,22.0,0
OP105096,2025-04-17,W0272,S3,E,37.0,0
OP105099,2025-02-01,W0241,S2,C,13.0,0
OP105102,2025-05-02,W0037,S1,E,16.0,1
OP105103,2025-06-24,W0347,S2,A,4.0,0
OP105105,2025-04-28,W0051,S1,C,17.0,1
OP105107,2025-04-05,W0480,S2,D,25.0,0
OP105109,2025-02-23,W0040,S3,D,7.0,0
OP105111,2025-05-31,W0327,S3,A,21.0,0
OP105112,2025-04-10,W0443,S3,B,33.0,0
OP105114,2025-03-29,W0425,S3,A,20.0,0
OP105116,2025-03-30,W0249,S2,E,17.0,0
OP105117,2025-01-09,W0200,S2,B,10.0,0
OP105127,2025-02-28,W0434,S2,B,26.0,1
OP105130,2025-01-17,W0339,S3,D,38.0,0
OP105132,2025-01-12,W0344,S2,B,9.0,0
OP105133,2025-01-08,W0163,S2,D,41.0,1
OP105137,2025-04-03,W0301,S1,D,2.0,0
OP105141,2025-05-09,W0020,S2,A,24.0,0
OP105142,2025-01-28,W0330,S2,D,2.0,0
OP105143,2025-04-25,W0361,S2,C,46.0,1
OP105145,2025-04-20,W0487,S3,C,48.0,0
OP105147,2025-06-08,W0344,S2,B,20.0,0
OP105152,2025-03-01,W0270,S1,A,46.0,0
OP105155,2025-04-14,W0357,S2,C,8.0,0
OP105158,2025-01-19,W0443,S1,C,25.0,1
OP105159,2025-04-10,W0280,S2,E,39.0,0
OP105165,2025-06-26,W0279,S2,C,40.0,0
OP105166,2025-02-20,W0179,S2,E,33.0,0
OP105167,2025-02-04,W0305,S1,E,42.0,1
OP105168,2025-03-17,W0018,S3,A,1.0,0
OP105171,2025-02-08,W0126,S3,D,31.0,0
OP105174,2025-01-13,W0417,S3,A,34.0,0
OP105175,2025-05-27,W0104,S1,C,20.0,1
OP105177,2025-03-17,W0057,S2,D,20.0,0
OP105178,2025-03-16,W0227,S1,D,32.0,0
OP105179,2025-06-27,W0492,S2,A,21.0,0
OP105180,2025-03-25,W0160,S3,B,28.0,1
OP105181,2025-04-06,W0146,S3,A,21.0,0
OP105186,2025-02-09,W0336,S2,C,41.0,1
OP105188,2025-04-03,W0229,S2,B,18.0,0
OP105190,2025-02-01,W0365,S1,A,49.0,0
OP105191,2025-05-19,W0237,S2,A,18.0,0
OP105192,2025-05-14,W0465,S2,E,3.0,0
OP105195,2025-04-26,W0148,S3,C,1.0,0
OP105198,2025-06-02,W0474,S3,E,31.0,0
OP105200,2025-05-11,W0241,S1,C,45.0,0
OP105204,2025-04-22,W0100,S2,E,42.0,1
OP105205,2025-03-15,W0181,S2,C,1.0,0
OP105212,2025-02-15,W0421,S2,E,44.0,0
OP105213,2025-04-10,W0388,S1,E,6.0,0
OP105214,2025-06-23,W0435,S2,D,18.0,0
OP105215,2025-01-15,W0060,S2,A,32.0,0
OP105217,2025-06-05,W0334,S3,A,7.0,0
OP105218,2025-04-21,W0117,S2,A,46.0,0
OP105219,2025-03-04,W0433,S2,D,49.0,0
OP105221,2025-06-25,W0016,S3,D,37.0,1
OP105223,2025-03-04,W0261,S2,B,18.0,0
OP105224,2025-02-28,W0148,S1,B,18.0,0
OP105225,2025-04-27,W0499,S2,D,8.0,0
OP105227,2025-01-01,W0225,S2,A,45.0,0
OP105229,2025-04-14,W0091,S2,E,14.0,1
OP105230,2025-02-13,W0213,S3,B,15.0,0
OP105233,2025-04-23,W0315,S3,C,30.0,1
OP105234,2025-05-18,W0017,S3,A,44.0,0
OP105235,2025-05-04,W0307,S2,B,49.0,1
OP105236,2025-04-16,W0384,S3,B,30.0,0
OP105238,2025-01-30,W0486,S1,D,26.0,0
OP105239,2025-05-23,W0013,S3,B,2.0,0
OP105244,2025-06-22,W0085,S2,E,41.0,1
OP105245,2025-04-15,W0091,S1,B,20.0,1
OP105246,2025-03-07,W0233,S2,C,49.0,0
OP105248,2025-04-22,W0013,S3,A,27.0,1
OP105250,2025-01-16,W0396,S1,E,37.0,0
OP105252,2025-01-06,W0180,S2,C,23.0,1
OP105257,2025-02-28,W0257,S2,E,12.0,0
OP105259,2025-06-19,W0195,S1,C,26.0,1
OP105261,2025-04-09,W0443,S1,E,26.0,0
OP105266,2025-02-16,W0371,S2,D,27.0,0
OP105267,2025-03-05,W0077,S2,B,26.0,0
OP105268,2025-04-01,W0323,S1,D,40.0,1
OP105269,2025-03-19,W0409,S2,A,8.0,0
OP105270,2025-03-15,W0465,S2,E,41.0,1
OP105271,2025-01-02,W0435,S1,D,43.0,1
OP105272,2025-04-15,W0408,S1,C,29.0,0
OP105273,2025-04-23,W0183,S2,B,44.0,0
OP105274,2025-02-23,W0197,S2,E,47.0,0
OP105275,2025-01-18,W0459,S1,B,18.0,1
OP105276,2025-03-26,W0170,S1,C,46.0,0
OP105279,2025-01-08,W0361,S1,A,48.0,0
OP105283,2025-03-14,W0348,S1,E,49.0,0
OP105284,2025-04-20,W0465,S1,B,25.0,0
OP105287,2025-04-06,W0320,S2,A,27.0,1
OP105291,2025-06-18,W0065,S2,E,19.0,0
OP105302,2025-01-19,W0204,S2,A,23.0,0
OP105303,2025-06-11,W0154,S2,C,21.0,0
OP105306,2025-05-09,W0412,S3,B,20.0,1
OP105308,2025-05-24,W0417,S2,C,45.0,0
OP105309,2025-05-10,W0204,S2,D,1.0,0
OP105311,2025-03-20,W0286,S1,E,16.0,0
OP105317,2025-04-03,W0307,S1,C,14.0,0
OP105319,2025-04-24,W0425,S1,B,4.0,0
OP105320,2025-05-27,W0352,S3,E,46.0,0
OP105322,2025-01-09,W0144,S3,B,26.0,0
OP105323,2025-03-31,W0428,S2,E,24.0,0
OP105324,2025-05-28,W0236,S2,B,34.0,0
OP105325,2025-05-28,W0412,S2,C,42.0,0
OP105326,2025-03-22,W0175,S3,E,21.0,0
OP105327,2025-06-26,W0201,S2,E,34.0,0
OP105328,2025-02-09,W0292,S3,A,8.0,0
OP105329,2025-04-21,W0257,S1,D,10.0,0
OP105331,2025-01-27,W0396,S2,E,17.0,1
OP105332,2025-05-26,W0239,S1,E,5.0,1
OP105335,2025-02-27,W0270,S2,A,32.0,0
OP105339,2025-02-10,W0342,S3,E,13.0,0
OP105341,2025-04-17,W0182,S3,E,21.0,0
OP105342,2025-04-18,W0205,S1,D,22.0,0
OP105343,2025-01-23,W0423,S2,B,6.0,0
OP105349,2025-06-04,W0016,S2,C,48.0,1
OP105355,2025-04-17,W0163,S3,B,21.0,0
OP105356,2025-05-14,W0033,S2,B,21.0,0
OP105358,2025-01-05,W0321,S2,D,16.0,1
OP105359,2025-01-04,W0251,S2,B,27.0,0
OP105362,2025-04-26,W0188,S2,D,9.0,0
OP105369,2025-01-24,W0250,S2,C,31.0,0
OP105372,2025-05-18,W0295,S2,E,27.0,0
OP105373,2025-03-17,W0140,S3,A,24.0,0
OP105376,2025-02-21,W0102,S2,C,36.0,1
OP105379,2025-01-09,W0179,S2,C,20.0,0
OP105380,2025-03-21,W0492,S1,C,26.0,0
OP105381,2025-02-02,W0180,S1,B,1.0,0
OP105384,2025-04-15,W0398,S1,A,33.0,0
OP105387,2025-03-29,W0075,S1,C,27.0,0
OP105388,2025-02-05,W0010,S2,C,19.0,0
OP105390,2025-06-09,W0333,S2,C,13.0,0
OP105392,2025-04-23,W0177,S2,E,44.0,0
OP105397,2025-05-05,W0482,S1,B,36.0,1
OP105399,2025-04-24,W0308,S2,A,3.0,0
OP105400,2025-03-22,W0383,S3,E,16.0,0
OP105401,2025-03-01,W0334,S1,A,37.0,0
OP105405,2025-03-16,W0104,S1,A,3.0,0
OP105406,2025-03-22,W0019,S1,C,19.0,1
OP105407,2025-01-02,W0472,S2,B,42.0,1
OP105408,2025-01-16,W0035,S1,B,19.0,0
OP105409,2025-06-26,W0469,S3,C,47.0,0
OP105410,2025-03-06,W0037,S2,A,49.0,0
OP105411,2025-06-21,W0160,S2,B,48.0,0
OP105413,2025-01-05,W0056,S2,A,37.0,0
OP105414,2025-02-15,W0372,S1,A,48.0,1
OP105415,2025-05-04,W0365,S2,D,27.0,0
OP105419,2025-04-19,W0439,S2,E,32.0,1
OP105424,2025-05-27,W0050,S2,D,9.0,0
OP105425,2025-03-28,W0171,S2,A,22.0,0
OP105426,2025-03-14,W0242,S1,D,4.0,0
OP105427,2025-03-08,W0352,S3,C,25.0,0
OP105430,2025-03-13,W0160,S1,C,35.0,1
OP105434,2025-03-13,W0049,S1,C,30.0,0
OP105435,2025-03-10,W0055,S3,E,11.0,0
OP105436,2025-05-03,W0073,S2,D,25.0,1
OP105441,2025-03-30,W0252,S2,A,8.0,0
OP105442,2025-05-16,W0010,S1,D,27.0,0
OP105443,2025-04-22,W0171,S2,D,10.0,0
OP105445,2025-01-15,W0027,S2,C,17.0,1
OP105450,2025-02-27,W0025,S1,A,43.0,0
OP105452,2025-01-22,W0301,S1,E,14.0,1
OP105453,2025-03-18,W0268,S3,D,3.0,0
OP105459,2025-03-17,W0476,S2,D,29.0,0
OP105460,2025-04-08,W0445,S2,D,10.0,0
OP105461,2025-05-08,W0282,S2,A,7.0,0
OP105464,2025-01-11,W0417,S2,C,35.0,0
OP105465,2025-02-25,W0369,S3,C,29.0,0
OP105466,2025-02-23,W0479,S2,B,1.0,0
OP105471,2025-05-09,W0175,S2,D,1.0,0
OP105474,2025-01-24,W0134,S2,E,27.0,0
OP105476,2025-06-13,W0006,S2,B,22.0,1
OP105478,2025-03-16,W0372,S2,D,15.0,0
OP105479,2025-01-21,W0129,S2,A,38.0,0
OP105482,2025-03-17,W0396,S3,C,4.0,1
OP105484,2025-06-17,W0371,S2,E,40.0,0
OP105486,2025-04-17,W0267,S1,B,8.0,0
OP105487,2025-04-12,W0253,S3,D,22.0,0
OP105488,2025-03-11,W0405,S3,A,18.0,1
OP105489,2025-04-09,W0381,S2,B,19.0,0
OP105490,2025-01-14,W0010,S1,D,44.0,0
OP105492,2025-02-21,W0438,S3,B,1.0,0
OP105495,2025-03-05,W0261,S1,B,38.0,0
OP105497,2025-04-21,W0009,S2,A,15.0,0
OP105499,2025-04-05,W0030,S2,B,2.0,0
OP105500,2025-03-19,W0190,S3,E,7.0,1
OP105501,2025-05-09,W0311,S2,D,18.0,0
OP105502,2025-02-26,W0390,S3,D,40.0,0
OP105504,2025-05-31,W0390,S1,E,49.0,0
OP105509,2025-06-18,W0042,S2,B,5.0,0
OP105512,2025-02-07,W0033,S1,D,32.0,0
OP105513,2025-01-02,W0214,S1,E,5.0,0
OP105514,2025-03-16,W0484,S2,D,22.0,0
OP105515,2025-04-10,W0329,S3,E,14.0,0
OP105517,2025-01-04,W0445,S3,A,38.0,0
OP105518,2025-01-15,W0492,S3,B,31.0,1
OP105521,2025-05-23,W0461,S3,C,42.0,0
OP105522,2025-03-29,W0417,S1,B,3.0,0
OP105529,2025-04-11,W0023,S2,D,48.0,0
OP105532,2025-02-25,W0416,S2,D,23.0,0
OP105533,2025-06-14,W0152,S1,E,9.0,1
OP105535,2025-04-02,W0488,S2,B,6.0,0
OP105536,2025-04-04,W0183,S1,C,48.0,0
OP105541,2025-03-09,W0165,S3,C,38.0,0
OP105542,2025-04-08,W0222,S2,E,12.0,1
OP105543,2025-06-28,W0107,S3,A,16.0,0
OP105547,2025-03-28,W0021,S2,E,27.0,0
OP105551,2025-03-13,W0493,S2,D,7.0,1
OP105556,2025-06-24,W0420,S2,B,31.0,0
OP105557,2025-03-09,W0367,S2,C,28.0,0
OP105559,2025-02-14,W0310,S1,D,16.0,0
OP105563,2025-03-21,W0165,S3,C,24.0,0
OP105566,2025-02-09,W0058,S3,A,8.0,0
OP105573,2025-03-14,W0462,S2,C,49.0,1
OP105574,2025-01-18,W0296,S2,C,32.0,0
OP105577,2025-06-25,W0276,S2,C,17.0,0
OP105583,2025-05-02,W0280,S1,B,31.0,1
OP105588,2025-01-13,W0431,S2,C,4.0,1
OP105589,2025-05-24,W0313,S2,B,36.0,0
OP105591,2025-02-15,W0315,S2,D,33.0,0
OP105592,2025-02-02,W0376,S1,E,7.0,1
OP105595,2025-02-24,W0155,S3,B,20.0,1
OP105599,2025-06-07,W0243,S1,C,41.0,0
OP105600,2025-01-10,W0441,S2,D,15.0,1
OP105601,2025-04-27,W0317,S2,E,27.0,0
OP105602,2025-06-15,W0489,S2,E,25.0,0
OP105605,2025-02-22,W0283,S1,E,15.0,0
OP105606,2025-06-23,W0367,S2,D,19.0,0
OP105607,2025-05-04,W0044,S2,D,6.0,0
OP105609,2025-04-14,W0249,S1,A,3.0,1
OP105610,2025-01-22,W0322,S1,A,28.0,1
OP105611,2025-03-12,W0255,S2,A,46.0,0
OP105612,2025-01-17,W0096,S2,E,23.0,0
OP105613,2025-05-15,W0290,S1,C,38.0,1
OP105614,2025-02-09,W0458,S2,D,17.0,0
OP105615,2025-05-15,W0230,S3,D,47.0,0
OP105616,2025-04-12,W0067,S1,A,2.0,0
OP105617,2025-01-08,W0181,S1,C,21.0,0
OP105618,2025-04-25,W0469,S2,E,48.0,0
OP105620,2025-06-22,W0179,S2,A,47.0,0
OP105623,2025-05-13,W0114,S1,B,29.0,0
OP105624,2025-06-17,W0016,S2,B,39.0,0
OP105628,2025-03-25,W0200,S2,B,9.0,1
OP105630,2025-05-08,W0104,S1,A,4.0,0
OP105631,2025-01-21,W0044,S1,D,22.0,0
OP105632,2025-02-19,W0037,S3,D,31.0,0
OP105633,2025-01-16,W0208,S3,D,26.0,0
OP105634,2025-03-20,W0003,S1,B,26.0,0
OP105641,2025-02-26,W0444,S1,A,11.0,0
OP105642,2025-05-09,W0302,S1,E,38.0,0
OP105644,2025-01-27,W0140,S3,E,32.0,0
OP105647,2025-03-14,W0063,S2,E,25.0,0
OP105649,2025-03-27,W0055,S1,E,17.0,1
OP105650,2025-02-20,W0346,S2,D,47.0,1
OP105651,2025-05-12,W0099,S2,E,28.0,0
OP105653,2025-04-10,W0441,S1,B,39.0,0
OP105654,2025-04-13,W0180,S3,B,7.0,0
OP105655,2025-02-02,W0374,S2,A,42.0,0
OP105659,2025-06-06,W0304,S2,B,39.0,0
OP105660,2025-01-07,W0472,S1,C,33.0,0
OP105662,2025-03-15,W0159,S3,A,42.0,0
OP105663,2025-04-28,W0274,S3,D,20.0,0
OP105664,2025-06-21,W0377,S1,D,35.0,0
OP105671,2025-04-03,W0133,S3,D,15.0,0
OP105674,2025-06-06,W0349,S2,A,12.0,1
OP105677,2025-05-25,W0032,S2,E,20.0,0
OP105679,2025-01-27,W0051,S2,B,36.0,0
OP105681,2025-04-25,W0356,S2,A,42.0,1
OP105683,2025-02-12,W0212,S2,D,24.0,1
OP105684,2025-06-09,W0308,S3,C,34.0,1
OP105689,2025-03-03,W0437,S2,E,11.0,0
OP105691,2025-03-31,W0237,S3,D,24.0,0
OP105692,2025-01-06,W0295,S1,A,37.0,0
OP105694,2025-05-14,W0317,S2,A,36.0,1
OP105695,2025-03-30,W0238,S2,E,26.0,0
OP105696,2025-04-12,W0419,S1,B,6.0,1
OP105699,2025-02-02,W0210,S2,D,25.0,0
OP105700,2025-01-17,W0431,S1,D,42.0,0
OP105701,2025-03-16,W0221,S1,E,33.0,0
OP105702,2025-05-09,W0209,S2,A,3.0,1
OP105704,2025-04-20,W0251,S2,C,23.0,0
OP105706,2025-03-20,W0442,S2,A,2.0,1
OP105707,2025-05-07,W0052,S1,D,16.0,1
OP105710,2025-02-16,W0116,S2,A,20.0,0
OP105715,2025-03-08,W0402,S2,B,4.0,0
OP105717,2025-03-12,W0294,S2,E,43.0,0
OP105718,2025-05-04,W0429,S2,B,12.0,0
OP105720,2025-01-26,W0307,S2,D,23.0,0
OP105721,2025-06-11,W0271,S3,E,25.0,0
OP105722,2025-03-29,W0137,S3,B,44.0,1
OP105726,2025-04-25,W0180,S2,C,38.0,0
OP105728,2025-02-01,W0416,S2,B,9.0,1
OP105729,2025-03-15,W0325,S1,B,6.0,0
OP105730,2025-04-05,W0350,S2,C,46.0,0
OP105732,2025-06-26,W0388,S1,A,42.0,0
OP105733,2025-03-11,W0205,S1,E,6.0,1
OP105734,2025-05-25,W0055,S3,A,24.0,0
OP105735,2025-05-17,W0218,S2,C,27.0,1
OP105736,2025-01-23,W0226,S3,B,31.0,0
OP105738,2025-06-13,W0435,S2,A,5.0,0
OP105739,2025-01-03,W0385,S2,A,28.0,0
OP105740,2025-02-27,W0036,S1,E,4.0,0
OP105742,2025-06-02,W0367,S3,A,18.0,0
OP105746,2025-03-23,W0103,S2,E,45.0,0
OP105748,2025-02-26,W0219,S2,B,12.0,0
OP105754,2025-01-13,W0357,S1,E,24.0,0
OP105758,2025-06-15,W0297,S1,D,12.0,0
OP105766,2025-05-24,W0398,S2,E,1.0,0
OP105769,2025-02-16,W0187,S2,E,13.0,0
OP105772,2025-01-21,W0137,S2,C,43.0,1
OP105776,2025-05-11,W0238,S1,E,9.0,0
OP105779,2025-03-23,W0297,S1,C,18.0,1
OP105780,2025-02-16,W0477,S2,E,39.0,0
OP105784,2025-04-20,W0134,S2,C,38.0,0
OP105787,2025-02-02,W0227,S2,A,41.0,0
OP105788,2025-04-05,W0315,S1,A,49.0,0
OP105789,2025-02-02,W0043,S2,E,24.0,0
OP105790,2025-02-18,W0325,S2,C,28.0,0
OP105792,2025-06-19,W0149,S2,B,7.0,0
OP105796,2025-01-28,W0242,S1,B,23.0,0
OP105801,2025-02-16,W0072,S2,C,18.0,0
OP105802,2025-03-06,W0141,S3,E,37.0,0
OP105805,2025-01-03,W0102,S2,C,25.0,0
OP105808,2025-06-02,W0175,S1,E,5.0,0
OP105809,2025-03-25,W0150,S1,A,30.0,0
OP105811,2025-05-18,W0171,S3,D,19.0,1
OP105813,2025-02-18,W0232,S1,E,43.0,1
OP105815,2025-01-10,W0453,S1,A,5.0,0
OP105816,2025-06-19,W0342,S2,E,1.0,0
OP105817,2025-04-10,W0173,S3,A,14.0,0
OP105820,2025-04-05,W0027,S2,B,25.0,0
OP105823,2025-03-09,W0454,S2,D,7.0,0
OP105825,2025-05-01,W0402,S1,D,35.0,0
OP105826,2025-05-01,W0061,S2,C,40.0,0
OP105827,2025-05-02,W0199,S2,C,18.0,0
OP105830,2025-02-15,W0249,S3,A,15.0,1
OP105833,2025-06-01,W0339,S3,E,30.0,0
OP105834,2025-06-01,W0185,S1,D,27.0,1
OP105836,2025-01-22,W0114,S2,C,48.0,0
OP105837,2025-04-07,W0459,S1,D,33.0,0
OP105840,2025-03-17,W0220,S2,B,38.0,0
OP105842,2025-04-06,W0251,S3,E,4.0,0
OP105845,2025-01-05,W0345,S3,B,40.0,0
OP105846,2025-04-19,W0242,S3,C,6.0,0
OP105847,2025-06-16,W0177,S2,D,2.0,0
OP105850,2025-04-15,W0119,S3,D,28.0,0
OP105851,2025-06-08,W0012,S2,E,44.0,0
OP105853,2025-01-28,W0262,S1,B,26.0,0
OP105856,2025-01-15,W0198,S3,E,35.0,0
OP105859,2025-03-01,W0172,S1,C,36.0,0
OP105860,2025-03-22,W0217,S2,A,17.0,0
OP105863,2025-03-05,W0432,S2,E,6.0,1
OP105866,2025-01-13,W0127,S2,D,17.0,1
OP105868,2025-04-08,W0371,S1,E,23.0,0
OP105869,2025-01-10,W0466,S2,A,41.0,0
OP105870,2025-05-04,W0074,S1,A,12.0,0
OP105874,2025-04-09,W0069,S2,E,35.0,0
OP105875,2025-06-10,W0220,S2,E,14.0,0
OP105876,2025-03-23,W0249,S2,A,25.0,1
OP105878,2025-05-12,W0033,S2,A,10.0,0
OP105881,2025-02-05,W0187,S1,B,30.0,1
OP105887,2025-01-10,W0003,S2,B,18.0,0
OP105888,2025-05-08,W0020,S2,D,20.0,0
OP105890,2025-02-07,W0250,S2,A,14.0,0
OP105894,2025-06-07,W0094,S2,E,43.0,0
OP105899,2025-05-06,W0237,S3,C,21.0,0
OP105901,2025-01-14,W0397,S1,C,41.0,0
OP105907,2025-06-24,W0445,S2,E,9.0,0
OP105909,2025-01-18,W0232,S1,D,1.0,1
OP105910,2025-03-25,W0056,S2,D,36.0,0
OP105911,2025-04-01,W0084,S1,E,16.0,0
OP105912,2025-04-18,W0108,S2,E,28.0,0
OP105913,2025-03-10,W0305,S1,A,20.0,0
OP105918,2025-03-24,W0389,S2,D,25.0,0
OP105919,2025-05-17,W0421,S2,C,46.0,0
OP105920,2025-04-17,W0236,S1,B,13.0,1
OP105922,2025-03-07,W0151,S3,D,19.0,1
OP105924,2025-01-12,W0386,S2,C,38.0,1
OP105926,2025-02-20,W0298,S2,D,40.0,0
OP105934,2025-04-02,W0450,S1,E,7.0,0
OP105936,2025-02-18,W0233,S1,E,18.0,0
OP105938,2025-03-30,W0094,S1,B,11.0,1
OP105939,2025-06-09,W0152,S2,B,23.0,0
OP105942,2025-06-09,W0491,S1,C,33.0,0
OP105943,2025-04-26,W0016,S1,C,47.0,0
OP105944,2025-02-08,W0182,S3,C,15.0,0
OP105945,2025-06-26,W0446,S1,A,34.0,0
OP105947,2025-05-20,W0132,S2,D,26.0,0
OP105948,2025-01-30,W0360,S3,D,39.0,0
OP105949,2025-02-13,W0170,S3,D,7.0,1
OP105950,2025-06-19,W0381,S3,D,11.0,1
OP105953,2025-05-03,W0372,S2,A,16.0,0
OP105954,2025-01-04,W0217,S1,A,22.0,0
OP105955,2025-01-16,W0029,S2,D,33.0,0
OP105958,2025-03-05,W0073,S3,B,6.0,0
OP105961,2025-06-15,W0262,S2,B,10.0,0
OP105964,2025-04-24,W0345,S2,D,17.0,0
OP105968,2025-03-10,W0116,S3,D,20.0,0
OP105970,2025-03-03,W0236,S2,A,28.0,0
OP105976,2025-02-27,W0238,S2,C,45.0,1
OP105977,2025-02-02,W0213,S2,A,41.0,1
OP105978,2025-03-21,W0362,S1,E,47.0,0
OP105983,2025-02-21,W0085,S2,D,15.0,0
OP105984,2025-04-13,W0095,S2,D,43.0,0
OP105985,2025-04-30,W0273,S2,A,3.0,1
OP105986,2025-01-23,W0358,S2,B,22.0,0
OP105987,2025-06-28,W0157,S2,B,40.0,0
OP105988,2025-06-03,W0035,S3,E,6.0,0
OP105989,2025-02-03,W0366,S3,B,30.0,0
OP105990,2025-06-11,W0142,S3,A,35.0,0
OP105991,2025-06-24,W0341,S3,B,32.0,0
OP105993,2025-02-23,W0100,S3,D,13.0,0
OP105994,2025-04-17,W0401,S2,B,19.0,0
OP105995,2025-06-11,W0415,S2,A,9.0,0
OP105996,2025-03-15,W0426,S1,D,13.0,0
OP105997,2025-03-09,W0013,S2,D,15.0,0
OP105998,2025-04-27,W0379,S2,B,40.0,0
OP105999,2025-02-21,W0232,S2,E,13.0,1
OP106001,2025-01-14,W0330,S2,A,28.0,1
OP106009,2025-05-07,W0034,S2,A,32.0,0
OP106015,2025-05-07,W0260,S2,A,36.0,0
OP106016,2025-04-23,W0431,S2,D,22.0,0
OP106017,2025-02-01,W0128,S2,C,15.0,0
OP106020,2025-06-13,W0225,S3,B,25.0,1
OP106026,2025-06-28,W0468,S2,E,7.0,0
OP106030,2025-06-03,W0363,S3,C,22.0,1
OP106031,2025-03-23,W0137,S2,B,12.0,0
OP106033,2025-01-21,W0461,S2,E,4.0,0
OP106037,2025-01-22,W0314,S2,A,45.0,1
OP106038,2025-04-04,W0412,S1,D,3.0,0
OP106040,2025-06-17,W0310,S1,D,9.0,0
OP106041,2025-05-23,W0039,S3,D,13.0,0
OP106044,2025-04-17,W0085,S1,C,15.0,0
OP106045,2025-01-15,W0038,S2,E,28.0,0
OP106046,2025-05-27,W0371,S2,A,7.0,0
OP106049,2025-06-05,W0040,S3,B,11.0,1
OP106052,2025-05-01,W0104,S2,A,23.0,0
OP106058,2025-06-14,W0419,S2,B,36.0,1
OP106063,2025-04-01,W0087,S2,E,49.0,0
OP106065,2025-01-01,W0218,S3,C,8.0,0
OP106066,2025-03-16,W0436,S2,D,11.0,0
OP106067,2025-01-12,W0405,S2,D,24.0,1
OP106069,2025-04-10,W0327,S3,A,39.0,1
OP106070,2025-02-27,W0348,S1,D,36.0,0
